"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn"
"Phoenicurus hodgsoni","黑喉红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus leucocephalus","白顶溪鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus ochruros","赭红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus phoenicurus","欧亚红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus schisticeps","白喉红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Saxicola caprata","白斑黑石䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Saxicola","石䳭属"
"Saxicola ferreus","灰林䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Saxicola","石䳭属"
"Saxicola insignis","白喉石䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Saxicola","石䳭属"
"Saxicola jerdoni","黑白林䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Saxicola","石䳭属"
"Saxicola maurus","黑喉石䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Saxicola","石䳭属"
"Saxicola stejnegeri","东亚石䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Saxicola","石䳭属"
"Tarsiger albocoeruleus","祁连山蓝尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Tarsiger chrysaeus","金色林鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Tarsiger cyanurus","红胁蓝尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Tarsiger formosanus","台湾白眉林鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Tarsiger hyperythrus","棕腹林鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Tarsiger indicus","白眉林鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Tarsiger johnstoniae","台湾林鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Tarsiger rufilatus","蓝眉林鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Tarsiger","鸲属"
"Aethopyga christinae","叉尾太阳鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Aethopyga","太阳鸟属"
"Aethopyga gouldiae","蓝喉太阳鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Aethopyga","太阳鸟属"
"Aethopyga ignicauda","火尾太阳鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Aethopyga","太阳鸟属"
"Aethopyga nipalensis","绿喉太阳鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Aethopyga","太阳鸟属"
"Aethopyga saturata","黑胸太阳鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Aethopyga","太阳鸟属"
"Aethopyga siparaja","黄腰太阳鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Aethopyga","太阳鸟属"
"Anthreptes malacensis","褐喉食蜜鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Anthreptes","直嘴太阳鸟属"
"Arachnothera longirostra","长嘴捕蛛鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Arachnothera","捕蛛鸟属"
"Arachnothera magna","纹背捕蛛鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Arachnothera","捕蛛鸟属"
"Chalcoparia singalensis","紫颊太阳鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Chalcoparia",NA
"Cinnyris asiaticus","紫花蜜鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Cinnyris",NA
"Cinnyris jugularis","黄腹花蜜鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Cinnyris",NA
"Kurochkinegramma hypogrammicum","蓝枕花蜜鸟","Passeriformes","雀形目","Nectariniidae","花蜜鸟科","Kurochkinegramma",NA
"Oriolus chinensis","黑枕黄鹂","Passeriformes","雀形目","Oriolidae","黄鹂科","Oriolus","黄鹂属"
"Oriolus kundoo","印度金黄鹂","Passeriformes","雀形目","Oriolidae","黄鹂科","Oriolus","黄鹂属"
"Oriolus mellianus","鹊鹂","Passeriformes","雀形目","Oriolidae","黄鹂科","Oriolus","黄鹂属"
"Oriolus oriolus","金黄鹂","Passeriformes","雀形目","Oriolidae","黄鹂科","Oriolus","黄鹂属"
"Oriolus tenuirostris","细嘴黄鹂","Passeriformes","雀形目","Oriolidae","黄鹂科","Oriolus","黄鹂属"
"Oriolus traillii","朱鹂","Passeriformes","雀形目","Oriolidae","黄鹂科","Oriolus","黄鹂属"
"Oriolus xanthornus","黑头黄鹂","Passeriformes","雀形目","Oriolidae","黄鹂科","Oriolus","黄鹂属"
"Panurus biarmicus","文须雀","Passeriformes","雀形目","Panuridae","文须雀科","Panurus","文须雀属"
"Chleuasicus atrosuperciliaris","黑眉鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Chleuasicus",NA
"Cholornis paradoxus","三趾鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Cholornis",NA
"Cholornis unicolor","褐鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Cholornis",NA
"Chrysomma sinense","金眼鹛雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Chrysomma","鹛雀属"
"Conostoma aemodium","红嘴鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Conostoma","红嘴鸦雀属"
"Fulvetta cinereiceps","灰头雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Fulvetta",NA
"Fulvetta formosana","玉山雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Fulvetta",NA
"Fulvetta ludlowi","路氏雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Fulvetta",NA
"Fulvetta manipurensis","褐头雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Fulvetta",NA
"Fulvetta ruficapilla","棕头雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Fulvetta",NA
"Fulvetta striaticollis","中华雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Fulvetta",NA
"Fulvetta vinipectus","白眉雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Fulvetta",NA
"Lioparus chrysotis","金胸雀鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Lioparus",NA
"Moupinia poecilotis","宝兴鹛雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Moupinia","宝兴鹛雀属"
"Myzornis pyrrhoura","火尾绿鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Myzornis","绿鹛属"
"Neosuthora davidiana","短尾鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Neosuthora",NA
"Paradoxornis flavirostris","斑胸鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Paradoxornis","鸦雀属"
"Paradoxornis guttaticollis","点胸鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Paradoxornis","鸦雀属"
"Paradoxornis heudei","震旦鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Paradoxornis","鸦雀属"
"Psittiparus bakeri","红头鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Psittiparus",NA
"Psittiparus gularis","灰头鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Psittiparus",NA
"Psittiparus ruficeps","白胸鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Psittiparus",NA
"Rhopophilus albosuperciliaris","西域山鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Rhopophilus","山鹛属"
"Rhopophilus pekinensis","山鹛","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Rhopophilus","山鹛属"
"Sinosuthora alphonsiana","灰喉鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Sinosuthora",NA
"Sinosuthora brunnea","褐翅鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Sinosuthora",NA
"Sinosuthora conspicillata","白眶鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Sinosuthora",NA
"Sinosuthora przewalskii","灰冠鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Sinosuthora",NA
"Sinosuthora webbiana","棕头鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Sinosuthora",NA
"Sinosuthora zappeyi","暗色鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Sinosuthora",NA
"Suthora fulvifrons","黄额鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Suthora",NA
"Suthora nipalensis","黑喉鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Suthora",NA
"Suthora verreauxi","金色鸦雀","Passeriformes","雀形目","Paradoxornithidae","鸦雀科","Suthora",NA
"Cephalopyrus flammiceps","火冠雀","Passeriformes","雀形目","Paridae","山雀科","Cephalopyrus","火冠雀属"
"Cyanistes cyanus","灰蓝山雀","Passeriformes","雀形目","Paridae","山雀科","Cyanistes",NA
"Lophophanes dichrous","褐冠山雀","Passeriformes","雀形目","Paridae","山雀科","Lophophanes",NA
"Machlolophus holsti","台湾黄山雀","Passeriformes","雀形目","Paridae","山雀科","Machlolophus",NA
"Machlolophus spilonotus","黄颊山雀","Passeriformes","雀形目","Paridae","山雀科","Machlolophus",NA
"Machlolophus xanthogenys","眼纹黄山雀","Passeriformes","雀形目","Paridae","山雀科","Machlolophus",NA
"Melanochlora sultanea","冕雀","Passeriformes","雀形目","Paridae","山雀科","Melanochlora","冕雀属"
"Pardaliparus venustulus","黄腹山雀","Passeriformes","雀形目","Paridae","山雀科","Pardaliparus",NA
"Parus major","欧亚大山雀","Passeriformes","雀形目","Paridae","山雀科","Parus","山雀属"
"Parus minor","大山雀","Passeriformes","雀形目","Paridae","山雀科","Parus","山雀属"
"Parus monticolus","绿背山雀","Passeriformes","雀形目","Paridae","山雀科","Parus","山雀属"
"Periparus ater","煤山雀","Passeriformes","雀形目","Paridae","山雀科","Periparus",NA
"Periparus rubidiventris","黑冠山雀","Passeriformes","雀形目","Paridae","山雀科","Periparus",NA
"Periparus rufonuchalis","棕枕山雀","Passeriformes","雀形目","Paridae","山雀科","Periparus",NA
"Poecile davidi","红腹山雀","Passeriformes","雀形目","Paridae","山雀科","Poecile",NA
"Poecile hypermelaenus","黑喉山雀","Passeriformes","雀形目","Paridae","山雀科","Poecile",NA
"Poecile montanus","褐头山雀","Passeriformes","雀形目","Paridae","山雀科","Poecile",NA
"Poecile palustris","沼泽山雀","Passeriformes","雀形目","Paridae","山雀科","Poecile",NA
"Poecile superciliosus","白眉山雀","Passeriformes","雀形目","Paridae","山雀科","Poecile",NA
"Poecile weigoldicus","四川褐头山雀","Passeriformes","雀形目","Paridae","山雀科","Poecile",NA
"Pseudopodoces humilis","地山雀","Passeriformes","雀形目","Paridae","山雀科","Pseudopodoces","拟地鸦属"
"Sittiparus castaneoventris","台湾杂色山雀","Passeriformes","雀形目","Paridae","山雀科","Sittiparus",NA
"Sittiparus varius","杂色山雀","Passeriformes","雀形目","Paridae","山雀科","Sittiparus",NA
"Sylviparus modestus","黄眉林雀","Passeriformes","雀形目","Paridae","山雀科","Sylviparus","林雀属"
"Passerculus sandwichensis","稀树草鹀","Passeriformes","雀形目","Passerellidae","雀鹀科","Passerculus",NA
"Zonotrichia leucophrys","白冠带鹀","Passeriformes","雀形目","Passerellidae","雀鹀科","Zonotrichia",NA
"Montifringilla adamsi","褐翅雪雀","Passeriformes","雀形目","Passeridae","雀科","Montifringilla","雪雀属"
"Montifringilla henrici","藏雪雀","Passeriformes","雀形目","Passeridae","雀科","Montifringilla","雪雀属"
"Montifringilla nivalis","白斑翅雪雀","Passeriformes","雀形目","Passeridae","雀科","Montifringilla","雪雀属"
"Onychostruthus taczanowskii","白腰雪雀","Passeriformes","雀形目","Passeridae","雀科","Onychostruthus",NA
"Passer ammodendri","黑顶麻雀","Passeriformes","雀形目","Passeridae","雀科","Passer","麻雀属"
"Passer cinnamomeus","山麻雀","Passeriformes","雀形目","Passeridae","雀科","Passer","麻雀属"
"Passer domesticus","家麻雀","Passeriformes","雀形目","Passeridae","雀科","Passer","麻雀属"
"Passer hispaniolensis","黑胸麻雀","Passeriformes","雀形目","Passeridae","雀科","Passer","麻雀属"
"Passer montanus","麻雀","Passeriformes","雀形目","Passeridae","雀科","Passer","麻雀属"
"Petronia petronia","石雀","Passeriformes","雀形目","Passeridae","雀科","Petronia","石雀属"
"Pyrgilauda blanfordi","棕背雪雀","Passeriformes","雀形目","Passeridae","雀科","Pyrgilauda",NA
"Pyrgilauda davidiana","黑喉雪雀","Passeriformes","雀形目","Passeridae","雀科","Pyrgilauda",NA
"Pyrgilauda ruficollis","棕颈雪雀","Passeriformes","雀形目","Passeridae","雀科","Pyrgilauda",NA
"Gampsorhynchus rufulus","白头鵙鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Gampsorhynchus","白头鵙鹛属"
"Gampsorhynchus torquatus","领鵙鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Gampsorhynchus","白头鵙鹛属"
"Graminicola striatus","中华草鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Graminicola","大草莺属"
"Gypsophila annamensis","灰岩鹪鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Gypsophila",NA
"Gypsophila brevicaudata","短尾鹪鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Gypsophila",NA
"Napothera epilepidota","纹胸鹪鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Napothera","鹪鹛属"
"Napothera malacoptila","长嘴鹩鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Napothera","鹪鹛属"
"Napothera naungmungensis","瑙蒙短尾鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Napothera","鹪鹛属"
"Pellorneum albiventre","白腹幽鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Pellorneum","幽鹛属"
"Pellorneum ruficeps","棕头幽鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Pellorneum","幽鹛属"
"Pellorneum tickelli","棕胸雅鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Pellorneum","幽鹛属"
"Schoeniparus brunneus","褐顶雀鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Schoeniparus",NA
"Schoeniparus castaneceps","栗头雀鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Schoeniparus",NA
"Schoeniparus cinereus","黄喉雀鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Schoeniparus",NA
"Schoeniparus dubius","褐胁雀鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Schoeniparus",NA
"Schoeniparus rufogularis","棕喉雀鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Schoeniparus",NA
"Schoeniparus variegaticeps","金额雀鹛","Passeriformes","雀形目","Pellorneidae","幽鹛科","Schoeniparus",NA
"Phylloscopus affinis","黄腹柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus armandii","棕眉柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus borealis","极北柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus borealoides","库页岛柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus burkii","金眶鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus calciatilis","灰岩柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus cantator","黄胸柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus castaniceps","栗头鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus chloronotus","淡黄腰柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus claudiae","冠纹柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus collybita","叽喳柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus coronatus","冕柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus emeiensis","峨眉柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus examinandus","堪察加柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus forresti","四川柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus fuligiventer","烟柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus fuscatus","褐柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus goodsoni","华南冠纹柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus griseolus","灰柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus hainanus","海南柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus humei","淡眉柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus ijimae","日本冕柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus inornatus","黄眉柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus intensior","云南白斑尾柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus intermedius","白眶鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus kansuensis","甘肃柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus maculipennis","灰喉柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus magnirostris","乌嘴柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus occisinensis","华西柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus ogilviegranti","白斑尾柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus omeiensis","峨眉鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus plumbeitarsus","双斑绿柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus poliogenys","灰脸鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus proregulus","黄腰柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus pulcher","橙斑翅柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus reguloides","西南冠纹柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus ricketti","黑眉柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus schwarzi","巨嘴柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus sibilatrix","林柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus sindianus","中亚叽喳柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus soror","淡尾鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus subaffinis","棕腹柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus tenellipes","淡脚柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus tephrocephalus","灰冠鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus trochiloides","暗绿柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus trochilus","欧柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus valentini","比氏鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus whistleri","韦氏鹟莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus xanthodryas","日本柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus xanthoschistos","灰头柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Phylloscopus yunnanensis","云南柳莺","Passeriformes","雀形目","Phylloscopidae","柳莺科","Phylloscopus","柳莺属"
"Hydrornis cyaneus","蓝八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Hydrornis",NA
"Hydrornis nipalensis","蓝枕八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Hydrornis",NA
"Hydrornis oatesi","栗头八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Hydrornis",NA
"Hydrornis phayrei","双辫八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Hydrornis",NA
"Hydrornis soror","蓝背八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Hydrornis",NA
"Pitta moluccensis","蓝翅八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Pitta","八色鸫属"
"Pitta nympha","仙八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Pitta","八色鸫属"
"Pitta sordida","绿胸八色鸫","Passeriformes","雀形目","Pittidae","八色鸫科","Pitta","八色鸫属"
"Ploceus manyar","纹胸织雀","Passeriformes","雀形目","Ploceidae","织雀科","Ploceus","织布鸟属"
"Ploceus philippinus","黄胸织雀","Passeriformes","雀形目","Ploceidae","织雀科","Ploceus","织布鸟属"
"Pnoepyga albiventer","鳞胸鹪鹛","Passeriformes","雀形目","Pnoepygidae","鳞胸鹪鹛科","Pnoepyga","鳞鹪鹛属"
"Pnoepyga formosana","台湾鹪鹛","Passeriformes","雀形目","Pnoepygidae","鳞胸鹪鹛科","Pnoepyga","鳞鹪鹛属"
"Pnoepyga immaculata","尼泊尔鹪鹛","Passeriformes","雀形目","Pnoepygidae","鳞胸鹪鹛科","Pnoepyga","鳞鹪鹛属"
"Pnoepyga pusilla","小鳞胸鹪鹛","Passeriformes","雀形目","Pnoepygidae","鳞胸鹪鹛科","Pnoepyga","鳞鹪鹛属"
"Prunella atrogularis","黑喉岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella collaris","领岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella fulvescens","褐岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella himalayana","高原岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella immaculata","栗背岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella koslowi","贺兰山岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella montanella","棕眉山岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella rubeculoides","鸲岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Prunella strophiata","棕胸岩鹨","Passeriformes","雀形目","Prunellidae","岩鹨科","Prunella","岩鹨属"
"Alcurus striatus","纵纹绿鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Alcurus",NA
"Alophoixus flaveolus","黄腹冠鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Alophoixus",NA
"Alophoixus pallidus","白喉冠鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Alophoixus",NA
"Brachypodius atriceps","黑头鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Brachypodius",NA
"Hemixos castanonotus","栗背短脚鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Hemixos",NA
"Hemixos flavala","灰短脚鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Hemixos",NA
"Hypsipetes amaurotis","栗耳短脚鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Hypsipetes","短脚鹎属"
"Hypsipetes leucocephalus","黑短脚鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Hypsipetes","短脚鹎属"
"Iole propinqua","灰眼短脚鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Iole",NA
"Ixos mcclellandii","绿翅短脚鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Ixos",NA
"Pycnonotus aurigaster","白喉红臀鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus cafer","黑喉红臀鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus finlaysoni","纹喉鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus flavescens","黄绿鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus goiavier","白眉黄臀鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus jocosus","红耳鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus leucogenys","白颊鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus sinensis","白头鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus taivanus","台湾鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Pycnonotus xanthorrhous","黄臀鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Pycnonotus","鹎属"
"Rubigula flaviventris","黑冠黄鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Rubigula",NA
"Spizixos canifrons","凤头雀嘴鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Spizixos","雀嘴鹎属"
"Spizixos semitorques","领雀嘴鹎","Passeriformes","雀形目","Pycnonotidae","鹎科","Spizixos","雀嘴鹎属"
"Regulus goodfellowi","台湾戴菊","Passeriformes","雀形目","Regulidae","戴菊科","Regulus","戴菊属"
"Regulus regulus","戴菊","Passeriformes","雀形目","Regulidae","戴菊科","Regulus","戴菊属"
"Remiz consobrinus","中华攀雀","Passeriformes","雀形目","Remizidae","攀雀科","Remiz","攀雀属"
