species,order,mass,migration_av,habitat_av,trophic_level_av,trophic_niche_av,lifestyle_av,centroid_latitude,centroid_longitude,migration_cn,diet_cn,range_size_provinces,iucn_pool,log_mass,migration_class,iucn_group,risk_group,trophic_group,n_new_records,new_record
Pnoepyga immaculata,Passeriformes,20.5,1,Forest,Carnivore,Invertivore,Terrestrial,29.17,81.96,R,NA,1,LC,1.31175386105575,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Podoces biddulphi,Passeriformes,130.5,2,Desert,Omnivore,Omnivore,Terrestrial,39.5,83.1,R,杂食性,2,NT,2.1156105116743,Partial migrant,NT,NT,Omnivore,1,1
Pomatorhinus schisticeps,Passeriformes,43,1,Forest,Omnivore,Invertivore,Generalist,20.81,97.25,R,NA,1,LC,1.63346845557959,Resident/low mobility,LC,LC/NE,Omnivore,1,1
Pomatorhinus superciliaris,Passeriformes,28,1,Shrubland,Omnivore,Invertivore,Generalist,24.98,95.38,R,食花蜜，食种子,1,LC,1.44715803134222,Resident/low mobility,LC,LC/NE,Omnivore,1,1
Prinia rufescens,Passeriformes,6.48,1,Shrubland,Carnivore,Invertivore,Insessorial,18.17,100.45,R,食虫,5,LC,0.811575005870593,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Prinia striata,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Other,1,1
Prunella collaris,Passeriformes,38.61,2,Grassland,Carnivore,Invertivore,Terrestrial,43.61,94.44,RSW,杂食性,18,LC,1.58669980162405,Partial migrant,LC,LC/NE,Carnivore,1,1
Prunella himalayana,Passeriformes,25.7,2,Grassland,Omnivore,Invertivore,Terrestrial,45.73,86.97,RS,杂食性,1,LC,1.40993312333129,Partial migrant,LC,LC/NE,Omnivore,1,1
Prunella immaculata,Passeriformes,20.7,2,Forest,Omnivore,Omnivore,Terrestrial,31.36,99.85,R,杂食性,7,LC,1.31597034545692,Partial migrant,LC,LC/NE,Omnivore,1,1
Psarisomus dalhousiae,Passeriformes,67,1,Forest,Carnivore,Invertivore,Insessorial,18.29,99.95,R,杂食性,4,LC,1.82607480270083,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Pseudopodoces humilis,Passeriformes,45.4,2,Rock,Carnivore,Invertivore,Terrestrial,33.64,91.83,R,食虫,6,LC,1.6570558528571,Partial migrant,LC,LC/NE,Carnivore,1,1
Pterorhinus berthemyi,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,1,1
Pterorhinus gularis,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,1,1
Pterorhinus sannio,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,1,1
Pteruthius rufiventer,Passeriformes,43,1,Forest,Carnivore,Invertivore,Insessorial,26.59,94.07,R,食虫,1,LC,1.63346845557959,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Ptyonoprogne rupestris,Passeriformes,20.4,2,Rock,Carnivore,Invertivore,Aerial,37.85,68.44,RS,食虫,13,LC,1.3096301674259,Partial migrant,LC,LC/NE,Carnivore,1,1
Pycnonotus aurigaster,Passeriformes,44.33,1,Shrubland,Herbivore,Omnivore,Insessorial,19.97,105.95,R,杂食性,12,LC,1.64669773129933,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Pycnonotus blanfordi,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Pycnonotus goiavier,Passeriformes,27.8,1,Shrubland,Herbivore,Omnivore,Insessorial,3.53,109.8,NA,NA,NA,LC,1.44404479591808,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Pycnonotus xanthorrhous,Passeriformes,26.9,1,Shrubland,Herbivore,Frugivore,Insessorial,27.08,106.25,R,杂食性,19,LC,1.42975228000241,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Pyrrhula erythaca,Passeriformes,19,1,Forest,Herbivore,Omnivore,Insessorial,30.48,103.21,R,杂食性,15,LC,1.27875360095283,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Pyrrhula pyrrhula,Passeriformes,24.26,1,Forest,Herbivore,Omnivore,Insessorial,56.29,75.68,WPV,食种子,7,LC,1.38489079653055,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Remiz pendulinus,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Rhodospiza obsoleta,Passeriformes,25.5,2,Desert,Herbivore,Granivore,Generalist,39.93,74.43,R,植食性,6,LC,1.40654018043396,Partial migrant,LC,LC/NE,Herbivore,1,1
Riparia riparia,Passeriformes,12.68,3,Riverine,Carnivore,Invertivore,Aerial,54.72,29.5,SP,食虫,30,LC,1.10311925354571,Full migrant,LC,LC/NE,Carnivore,1,1
Rubigula flaviventris,Passeriformes,29.3,1,Forest,Herbivore,Frugivore,Insessorial,19.96,98.74,NA,NA,NA,LC,1.46686762035411,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Saxicola ferreus,Passeriformes,14.7,1,Shrubland,Carnivore,Invertivore,Insessorial,27.41,104.59,RSP,食虫,22,LC,1.16731733474818,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Saxicola rubetra,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Sitta cinnamoventris,Passeriformes,19.62,1,Forest,Carnivore,Invertivore,Insessorial,24.96,95.76,NA,NA,NA,LC,1.29269900304393,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Sitta formosa,Passeriformes,21,1,Forest,Carnivore,Invertivore,Insessorial,24.44,98.42,R,食虫,1,VU,1.32221929473392,Resident/low mobility,Threatened,Threatened/DD,Carnivore,1,1
Sittiparus varius,Passeriformes,17,1,Forest,Carnivore,Invertivore,Insessorial,38.47,132.73,R,杂食性,8,LC,1.2304489213782701,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Spinus spinus,Passeriformes,13.24,1,Forest,Herbivore,Granivore,Insessorial,55.86,65.08,RSWP,杂食性,32,LC,1.12188798510368,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Spodiopsar cineraceus,Passeriformes,83,1,Grassland,Carnivore,Invertivore,Terrestrial,44.55,119.88,SWP,杂食性,33,LC,1.91907809237607,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Stachyris humei,Passeriformes,34.1,1,Forest,Carnivore,Invertivore,Insessorial,27.84,92.77,R,NA,1,NT,1.5327543789925,Resident/low mobility,NT,NT,Carnivore,1,1
Stachyris nonggangensis,Passeriformes,29,1,Forest,Carnivore,Invertivore,Terrestrial,22.42,106.94,R,食虫,1,VU,1.46239799789896,Resident/low mobility,Threatened,Threatened/DD,Carnivore,1,1
Staphida castaniceps,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,1,1
Staphida torqueola,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,1,1
Sturnia pagodarum,Passeriformes,48.9,1,Forest,Herbivore,Omnivore,Insessorial,23.8,77.37,R,杂食性,2,LC,1.68930885912362,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Sturnia sinensis,Passeriformes,61,3,Grassland,Carnivore,Invertivore,Generalist,24.77,111.92,RSW,杂食性,14,LC,1.78532983501077,Full migrant,LC,LC/NE,Carnivore,1,1
Suthora alphonsiana,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Suthora conspicillata,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Suthora fulvifrons,Passeriformes,6.4,1,Forest,Herbivore,Omnivore,Insessorial,28.81,97.17,R,杂食性,4,LC,0.806179973983887,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Suthora przewalskii,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Suthora webbiana,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Sylvia atricapilla,Passeriformes,16.7,3,Woodland,Omnivore,Omnivore,Insessorial,51.6,26.37,S,食果实,1,LC,1.22271647114758,Full migrant,LC,LC/NE,Omnivore,1,1
Sylviparus modestus,Passeriformes,7.14,1,Forest,Carnivore,Invertivore,Insessorial,26.71,101.11,R,杂食性,8,LC,0.853698211776174,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Tarsiger indicus,Passeriformes,14.6,1,Forest,Carnivore,Invertivore,Terrestrial,27.96,98.65,R,食虫,5,LC,1.16435285578444,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Temnurus temnurus,Passeriformes,138,1,Forest,Carnivore,Invertivore,Insessorial,19.1,106.26,R,食虫，食肉,2,LC,2.13987908640124,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Tephrodornis virgatus,Passeriformes,37.8,1,Forest,Carnivore,Invertivore,Insessorial,14.42,103.63,NA,NA,NA,LC,1.57749179983723,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Timalia pileata,Passeriformes,16,1,Shrubland,Carnivore,Invertivore,Insessorial,20.23,100.09,R,食虫,5,LC,1.20411998265592,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Turdus migratorius,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Turdus naumanni,Passeriformes,73.18,3,Forest,Omnivore,Invertivore,Generalist,58.7,118.29,WP,杂食性,32,LC,1.86439240515059,Full migrant,LC,LC/NE,Omnivore,1,1
Turdus ruficollis,Passeriformes,80.55,3,Forest,Omnivore,Invertivore,Insessorial,51.16,100.43,SWPV,杂食性,20,LC,1.90606554475524,Full migrant,LC,LC/NE,Omnivore,1,1
Urosphena squameiceps,Passeriformes,9.3,3,Forest,Carnivore,Invertivore,Terrestrial,41.78,134.11,SWP,食虫,24,LC,0.968482948553935,Full migrant,LC,LC/NE,Carnivore,1,1
Zosterops erythropleurus,Passeriformes,11,3,Forest,Carnivore,Invertivore,Insessorial,46.62,131.55,SWP,食虫,30,LC,1.04139268515823,Full migrant,LC,LC/NE,Carnivore,1,1
Zosterops meyeni,Passeriformes,10,1,Forest,Omnivore,Omnivore,Insessorial,15.68,121.37,R,NA,1,LC,1,Resident/low mobility,LC,LC/NE,Omnivore,1,1
Ardea purpurea,Pelecaniformes,1064.48,3,Wetland,Carnivore,Aquatic predator,Terrestrial,14.68,50.93,RSWP,食肉，食虫,31,LC,3.02713750610197,Full migrant,LC,LC/NE,Carnivore,1,1
Ardeola grayii,Pelecaniformes,253,2,Wetland,Carnivore,Aquatic predator,Terrestrial,23.21,79.73,V,食肉,2,LC,2.40312052117582,Partial migrant,LC,LC/NE,Carnivore,1,1
Ardeola speciosa,Pelecaniformes,253,2,Wetland,Carnivore,Aquatic predator,Terrestrial,-0.16,115.46,V,食肉,1,LC,2.40312052117582,Partial migrant,LC,LC/NE,Carnivore,1,1
Egretta garzetta,Pelecaniformes,312,2,Wetland,Carnivore,Aquatic predator,Terrestrial,5.46,70.68,RSW,食肉，食虫,32,LC,2.49415459401844,Partial migrant,LC,LC/NE,Carnivore,1,1
Egretta picata,Pelecaniformes,259,1,Coastal,Carnivore,Aquatic predator,Terrestrial,-13.71,131.45,V,NA,1,LC,2.41329976408125,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Gorsachius goisagi,Pelecaniformes,527,3,Riverine,Carnivore,Aquatic predator,Terrestrial,34.33,134.59,PW,食肉,11,VU,2.72181061521255,Full migrant,Threatened,Threatened/DD,Carnivore,1,1
Ixobrychus cinnamomeus,Pelecaniformes,126.49,1,Human Modified,Carnivore,Aquatic predator,Terrestrial,19.79,105.65,RSP,食肉，食虫,25,LC,2.10205619257519,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Ixobrychus eurhythmus,Pelecaniformes,139,3,Wetland,Carnivore,Aquatic predator,Terrestrial,41.99,123.64,SWP,食肉，食虫,31,LC,2.1430148002541,Full migrant,LC,LC/NE,Carnivore,1,1
Ixobrychus minutus,Pelecaniformes,99.49,3,Wetland,Carnivore,Aquatic predator,Terrestrial,22.56,36.36,SP,食肉，食虫,2,LC,1.9977794308656,Full migrant,LC,LC/NE,Carnivore,1,1
Mycteria leucocephala,Pelecaniformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Nycticorax nycticorax,Pelecaniformes,810,3,Wetland,Carnivore,Aquatic predator,Terrestrial,11.6,-6.01,RS,食肉，食虫,34,LC,2.90848501887865,Full migrant,LC,LC/NE,Carnivore,1,1
Pelecanus crispus,Pelecaniformes,9512.09,2,Wetland,Carnivore,Aquatic predator,Aquatic,49,72.79,SWPV,食肉,26,NT,3.97827595076943,Partial migrant,NT,NT,Carnivore,1,1
Dendrocopos hyperythrus,Piciformes,46.49,1,Forest,Carnivore,Invertivore,Insessorial,30.24,103.57,RSWP,食虫,25,LC,1.66735954618309,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Indicator xanthonotus,Piciformes,30.38,1,Wetland,Carnivore,Invertivore,Insessorial,28.36,90.07,R,食虫,2,LC,1.48258776952677,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Picus chlorolophus,Piciformes,65.41,1,Forest,Carnivore,Invertivore,Insessorial,19.23,94.09,R,食虫,5,LC,1.81564414913197,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Psilopogon faber,Piciformes,87.69,1,Forest,Herbivore,Frugivore,Insessorial,24.06,108.86,R,杂食性,6,LC,1.9429500700771,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Psilopogon virens,Piciformes,202,1,Forest,Herbivore,Frugivore,Insessorial,24.49,101.98,R,杂食性,17,LC,2.30535136944662,Resident/low mobility,LC,LC/NE,Herbivore,1,1
Podiceps grisegena,Podicipediformes,1023,3,Wetland,Carnivore,Aquatic predator,Aquatic,57.11,19.48,SWP,食肉，食虫,14,LC,3.00987563371216,Full migrant,LC,LC/NE,Carnivore,1,1
Oceanites oceanicus,Procellariiformes,30.41,3,Marine,Carnivore,Aquatic predator,Aerial,-54.16,-20.88,V,食肉,1,LC,1.48301642014413,Full migrant,LC,LC/NE,Carnivore,1,1
Phoebastria immutabilis,Procellariiformes,3145.93,2,Marine,Carnivore,Aquatic predator,Aquatic,35.54,-24.85,W,食肉、废弃物品,2,NT,3.49774905492047,Partial migrant,NT,NT,Carnivore,1,1
Syrrhaptes paradoxus,Pterocliformes,256.43,2,Grassland,Herbivore,Granivore,Terrestrial,46.83,91.12,SWR,食茎叶，食果实，食种子,14,LC,2.40896883236121,Partial migrant,LC,LC/NE,Herbivore,1,1
Asio flammeus,Strigiformes,322.61,3,Grassland,Carnivore,Vertivore,Aerial,49.62,11.33,SW,食肉，食虫,34,LC,2.50867782516549,Full migrant,LC,LC/NE,Carnivore,1,1
Glaucidium cuculoides,Strigiformes,198.16,1,Forest,Carnivore,Invertivore,Insessorial,23.89,104.33,R,食虫，食肉,23,LC,2.29701599357778,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Ketupa flavipes,Strigiformes,2315,1,Riverine,Carnivore,Aquatic predator,Insessorial,26.34,109.28,RS,食肉,16,LC,3.36455099535397,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Ninox japonica,Strigiformes,225,3,Forest,Carnivore,Invertivore,Insessorial,39.35,124.46,SWR,食肉，食虫,15,LC,2.35218251811136,Full migrant,LC,LC/NE,Carnivore,1,1
Otus lettia,Strigiformes,139,1,Forest,Carnivore,Invertivore,Insessorial,23.07,104.45,R,食肉，食虫,21,LC,2.1430148002541,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Otus spilocephalus,Strigiformes,67.5,1,Forest,Carnivore,Invertivore,Insessorial,20.4,102.24,RS,食肉,8,LC,1.82930377283102,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Tyto longimembris,Strigiformes,423.5,1,Grassland,Carnivore,Vertivore,Aerial,13.43,113.66,SWR,食肉，食虫,20,LC,2.62685341466673,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Anhinga melanogaster,Suliformes,1480.06,2,Wetland,Carnivore,Aquatic predator,Aquatic,15.9,92.29,NA,NA,NA,LC,3.17027932157113,Partial migrant,LC,LC/NE,Carnivore,1,1
Sula dactylatra,Suliformes,1732.08,2,Marine,Carnivore,Aquatic predator,Aerial,-1.77,-9.46,S,食肉,2,LC,3.23856794700938,Partial migrant,LC,LC/NE,Carnivore,1,1
Sula granti,Suliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Urile pelagicus,Suliformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Harpactes wardi,Trogoniformes,119,1,Forest,Carnivore,Invertivore,Insessorial,27.7,96.14,R,食虫,1,LC,2.07554696139253,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Accipiter gentilis,Accipitriformes,866.04,2,Forest,Carnivore,Vertivore,Generalist,54.91,19.06,SWP,食肉,34,LC,2.9375379513454,Partial migrant,LC,LC/NE,Carnivore,0,0
Accipiter nisus,Accipitriformes,220.79,2,Forest,Carnivore,Vertivore,Insessorial,54.67,77.29,RSWP,食肉，食虫,34,LC,2.3439793994776,Partial migrant,LC,LC/NE,Carnivore,0,0
Aegypius monachus,Accipitriformes,9320.55,1,Forest,Scavenger,Scavenger,Terrestrial,41.63,87.87,RW,食腐,34,NT,3.969441540564,Resident/low mobility,NT,NT,Scavenger,0,0
Aquila chrysaetos,Accipitriformes,4247.97,2,Grassland,Carnivore,Vertivore,Aerial,50.67,38.05,RSW,食肉，食腐,31,LC,3.62818144101116,Partial migrant,LC,LC/NE,Carnivore,0,0
Aquila nipalensis,Accipitriformes,2714.33,3,Grassland,Carnivore,Vertivore,Aerial,43.73,85.14,SWP,食肉，食虫，食腐,26,EN,3.4336626467381,Full migrant,Threatened,Threatened/DD,Carnivore,0,0
Butastur liventer,Accipitriformes,337.99,1,Woodland,Carnivore,Vertivore,Insessorial,12.53,104.1,S,食肉,1,LC,2.52890385113841,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Butastur teesa,Accipitriformes,325,1,Woodland,Carnivore,Vertivore,Insessorial,23.18,78.91,R,食肉、食虫,1,LC,2.51188336097887,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Buteo buteo,Accipitriformes,759.1,2,Grassland,Carnivore,Vertivore,Insessorial,52.89,40.23,WP,食肉,2,LC,2.88029899142575,Partial migrant,LC,LC/NE,Carnivore,0,0
Buteo hemilasius,Accipitriformes,1358.89,1,Grassland,Carnivore,Vertivore,Generalist,42.4,100.83,RSWP,食肉,26,LC,3.13318430270269,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Buteo japonicus,Accipitriformes,759.1,2,Grassland,Carnivore,Vertivore,Insessorial,54.33,126.58,SWP,食肉,34,LC,2.88029899142575,Partial migrant,LC,LC/NE,Carnivore,0,0
Buteo lagopus,Accipitriformes,949.76,3,Grassland,Carnivore,Vertivore,Insessorial,67.33,2.14,WPV,食肉,22,LC,2.9776138749269,Full migrant,LC,LC/NE,Carnivore,0,0
Buteo refectus,Accipitriformes,759.1,2,Grassland,Carnivore,Vertivore,Insessorial,29.54,82.67,R,食肉,1,LC,2.88029899142575,Partial migrant,LC,LC/NE,Carnivore,0,0
Buteo rufinus,Accipitriformes,1166.18,3,Grassland,Carnivore,Vertivore,Generalist,40.86,49.85,RWP,食肉，食腐,6,LC,3.06676558899369,Full migrant,LC,LC/NE,Carnivore,0,0
Circus cyaneus,Accipitriformes,392.98,3,Grassland,Carnivore,Vertivore,Aerial,58.07,84.36,SWP,食肉，食虫,34,LC,2.59437044831268,Full migrant,LC,LC/NE,Carnivore,0,0
Circus melanoleucos,Accipitriformes,336.3,3,Grassland,Carnivore,Vertivore,Aerial,49.1,122.04,SWP,食肉，食虫,29,LC,2.52672686731464,Full migrant,LC,LC/NE,Carnivore,0,0
Circus pygargus,Accipitriformes,310.75,3,Grassland,Carnivore,Vertivore,Aerial,49.91,45.8,SW,食肉，食虫,5,LC,2.49241113731368,Full migrant,LC,LC/NE,Carnivore,0,0
Gyps bengalensis,Accipitriformes,4385,1,Grassland,Scavenger,Scavenger,Terrestrial,23.99,83.33,R,食肉、食虫,1,CR,3.64196959770206,Resident/low mobility,Threatened,Threatened/DD,Scavenger,0,0
Gyps fulvus,Accipitriformes,7435.99,1,Grassland,Scavenger,Scavenger,Terrestrial,36.3,52.81,R,食腐,2,LC,3.87133879705632,Resident/low mobility,LC,LC/NE,Scavenger,0,0
Haliaeetus albicilla,Accipitriformes,4729.27,2,Rock,Carnivore,Aquatic predator,Aerial,59.89,91.01,SWP,食肉，食腐,33,LC,3.67479410914395,Partial migrant,LC,LC/NE,Carnivore,0,0
Haliaeetus humilis,Accipitriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Other,0,0
Haliaeetus leucogaster,Accipitriformes,2827.01,1,Coastal,Carnivore,Aquatic predator,Aerial,-9.12,123.68,RV,食肉，食腐,8,LC,3.4513273447248,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Milvus migrans,Accipitriformes,734.1,3,Woodland,Omnivore,Omnivore,Aerial,26.77,69.99,RSWP,食肉，食虫,34,LC,2.86575522407145,Full migrant,LC,LC/NE,Omnivore,0,0
Neophron percnopterus,Accipitriformes,2082,3,Grassland,Omnivore,Scavenger,Generalist,27.02,47.48,P,食肉,1,EN,3.31848072517452,Full migrant,Threatened,Threatened/DD,Omnivore,0,0
Nisaetus cirrhatus,Accipitriformes,1475.12,1,Forest,Carnivore,Vertivore,Insessorial,13.11,94.36,R,食肉,2,LC,3.16882735130943,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Pandion haliaetus,Accipitriformes,1483.2,3,Marine,Carnivore,Aquatic predator,Aerial,49.18,25.45,RSW,食肉,34,LC,3.17119971680042,Full migrant,LC,LC/NE,Carnivore,0,0
Pernis apivorus,Accipitriformes,754.37,3,Forest,Carnivore,Invertivore,Insessorial,54.03,38.95,P,食肉,1,LC,2.87758440892662,Full migrant,LC,LC/NE,Carnivore,0,0
Sarcogyps calvus,Accipitriformes,4469.89,1,Human Modified,Scavenger,Scavenger,Terrestrial,24.15,83.35,R,食腐,1,CR,3.65029683566419,Resident/low mobility,Threatened,Threatened/DD,Scavenger,0,0
Anas acuta,Anseriformes,944.62,3,Wetland,Herbivore,Herbivore aquatic,Aquatic,59.6,26.95,SWP,杂食性,34,LC,2.97525713645314,Full migrant,LC,LC/NE,Herbivore,0,0
Anas crecca,Anseriformes,341.89,2,Wetland,Herbivore,Herbivore aquatic,Aquatic,58.18,22.29,SWP,杂食性,34,LC,2.53388639822762,Partial migrant,LC,LC/NE,Herbivore,0,0
Anas luzonica,Anseriformes,832.04,1,Wetland,Omnivore,Herbivore aquatic,Aquatic,11.81,122.91,V,杂食性,2,VU,2.92014420533123,Resident/low mobility,Threatened,Threatened/DD,Omnivore,0,0
Anas platyrhynchos,Anseriformes,843.42,2,Wetland,Herbivore,Herbivore aquatic,Aquatic,51.63,11.04,RSWP,杂食性,34,LC,2.92604389521649,Partial migrant,LC,LC/NE,Herbivore,0,0
Anas poecilorhyncha,Anseriformes,999.96,2,Wetland,Herbivore,Herbivore aquatic,Aquatic,21.93,88.08,VR,杂食性,5,LC,2.99998262787328,Partial migrant,LC,LC/NE,Herbivore,0,0
Anas zonorhyncha,Anseriformes,1156,2,Wetland,Herbivore,Herbivore aquatic,Aquatic,41.57,115.32,RSWPV,杂食性,34,LC,3.06295783408451,Partial migrant,LC,LC/NE,Herbivore,0,0
Anser cygnoides,Anseriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Other,0,0
Anser serrirostris,Anseriformes,NA,NA,NA,NA,NA,NA,NA,NA,PW,杂食性,17,NA,NA,NA,Unknown,Unknown,Other,0,0
Aythya affinis,Anseriformes,819.45,3,Wetland,Omnivore,Aquatic predator,Aquatic,56.73,-119.83,NA,NA,NA,LC,2.91352245957026,Full migrant,LC,LC/NE,Omnivore,0,0
Aythya baeri,Anseriformes,681.23,3,Wetland,Omnivore,Herbivore aquatic,Aquatic,49.45,125.01,SWPV,杂食性,32,CR,2.8332937651678,Full migrant,Threatened,Threatened/DD,Omnivore,0,0
Aythya ferina,Anseriformes,822.99,1,Wetland,Herbivore,Herbivore aquatic,Aquatic,53.5,67.94,SWP,杂食性,33,VU,2.91539455821202,Resident/low mobility,Threatened,Threatened/DD,Herbivore,0,0
Aythya marila,Anseriformes,1005.37,3,Wetland,Omnivore,Aquatic predator,Aquatic,64.6,26.26,WP,杂食性,24,LC,3.00232592184208,Full migrant,LC,LC/NE,Omnivore,0,0
Aythya valisineria,Anseriformes,1202,3,Wetland,Herbivore,Herbivore aquatic,Aquatic,57,-122.37,NA,NA,NA,LC,3.07990446766672,Full migrant,LC,LC/NE,Herbivore,0,0
Bucephala clangula,Anseriformes,918.56,3,Wetland,Carnivore,Aquatic predator,Aquatic,58.51,35.56,SWP,食肉，食虫,33,LC,2.96310752952354,Full migrant,LC,LC/NE,Carnivore,0,0
Cygnus cygnus,Anseriformes,9349.99,3,Wetland,Herbivore,Herbivore aquatic,Aquatic,58.93,97.43,SWPV,杂食性,27,LC,3.97081114638619,Full migrant,LC,LC/NE,Herbivore,0,0
Mareca americana,Anseriformes,754.61,3,Wetland,Herbivore,Omnivore,Terrestrial,55.41,-116.72,V,杂食性,1,LC,2.8777225561208,Full migrant,LC,LC/NE,Herbivore,0,0
Mareca penelope,Anseriformes,770.03,3,Wetland,Herbivore,Omnivore,Terrestrial,61.69,93.37,SWP,杂食性,34,LC,2.8865076454071,Full migrant,LC,LC/NE,Herbivore,0,0
Mareca strepera,Anseriformes,915.58,2,Wetland,Herbivore,Herbivore aquatic,Aquatic,49.62,29.99,SWP,杂食性,34,LC,2.96169629734402,Partial migrant,LC,LC/NE,Herbivore,0,0
Marmaronetta angustirostris,Anseriformes,477,2,Wetland,Herbivore,Herbivore aquatic,Aquatic,37.8,47.74,S,杂食性,1,NT,2.67851837904011,Partial migrant,NT,NT,Herbivore,0,0
Melanitta americana,Anseriformes,1117,3,Wetland,Carnivore,Aquatic predator,Aquatic,62.61,22.94,V,杂食性,8,NT,3.04805317311561,Full migrant,NT,NT,Carnivore,0,0
Mergellus albellus,Anseriformes,608.55,3,Wetland,Carnivore,Aquatic predator,Aquatic,60.6,90.3,SWPV,食肉,33,LC,2.78429626676001,Full migrant,LC,LC/NE,Carnivore,0,0
Mergus merganser,Anseriformes,1451.02,3,Riverine,Carnivore,Aquatic predator,Aquatic,54.96,28.88,RSWPV,食肉，食虫,32,LC,3.16167339853682,Full migrant,LC,LC/NE,Carnivore,0,0
Mergus squamatus,Anseriformes,1234,3,Wetland,Carnivore,Aquatic predator,Aquatic,45.96,134.05,SWPV,食肉，食虫,27,EN,3.09131515969722,Full migrant,Threatened,Threatened/DD,Carnivore,0,0
Nettapus coromandelianus,Anseriformes,391.33,1,Wetland,Herbivore,Herbivore aquatic,Aquatic,16.85,100.56,RSV,杂食性,20,LC,2.59254314290461,Resident/low mobility,LC,LC/NE,Herbivore,0,0
