"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group"
"Ficedula owstoni","Passeriformes",1,1,13.1,"3","Carnivore",27.58,128.39,"V",3,"LC",1.11727129565576,"Full migrant","LC","LC/NE"
"Ficedula parva","Passeriformes",4,1,10.8,"3","Carnivore",54,34.95,"VW",8,"LC",1.03342375548695,"Full migrant","LC","LC/NE"
"Ficedula ruficauda","Passeriformes",1,1,13.3,"3","Carnivore",34.64,74.4,"V",1,"LC",1.12385164096709,"Full migrant","LC","LC/NE"
"Ficedula sapphira","Passeriformes",0,0,7.8,"3","Carnivore",26.1,101.77,"RS",3,"LC",0.89209460269048,"Full migrant","LC","LC/NE"
"Ficedula strophiata","Passeriformes",1,1,12.84,"1","Carnivore",27.77,100.87,"SWPV",14,"LC",1.10856502373283,"Resident/low mobility","LC","LC/NE"
"Ficedula superciliaris","Passeriformes",1,1,8,"2","Carnivore",29.59,90.11,"SW",4,"LC",0.903089986991944,"Partial migrant","LC","LC/NE"
"Ficedula tricolor","Passeriformes",3,1,8.26,"1","Carnivore",27.55,99.72,"SP",11,"LC",0.916980047320382,"Resident/low mobility","LC","LC/NE"
"Ficedula westermanni","Passeriformes",0,0,7.8,"1","Carnivore",13.42,104.97,"S",4,"LC",0.89209460269048,"Resident/low mobility","LC","LC/NE"
"Ficedula zanthopygia","Passeriformes",0,0,12.11,"3","Carnivore",44.34,123.98,"SPV",31,"LC",1.08314414314305,"Full migrant","LC","LC/NE"
"Heteroxenicus stellatus","Passeriformes",1,1,23,"2","Omnivore",27.81,96.21,"R",2,"LC",1.36172783601759,"Partial migrant","LC","LC/NE"
"Larvivora akahige","Passeriformes",2,1,17,"1","Carnivore",40.11,140.24,"WPV",12,"LC",1.23044892137827,"Resident/low mobility","LC","LC/NE"
"Larvivora brunnea","Passeriformes",1,1,17.5,"3","Carnivore",30.68,92.71,"S",5,"LC",1.24303804868629,"Full migrant","LC","LC/NE"
"Larvivora cyane","Passeriformes",2,1,14.8,"3","Carnivore",53.95,117.4,"SWP",32,"LC",1.17026171539496,"Full migrant","LC","LC/NE"
"Larvivora komadori","Passeriformes",0,0,23.9,"1","Carnivore",29.19,129.91,"V",1,"NT",1.37839790094814,"Resident/low mobility","NT","NT"
"Larvivora ruficeps","Passeriformes",0,0,18,"3","Carnivore",33.71,105.34,"R",3,"EN",1.25527250510331,"Full migrant","Threatened","Threatened/DD"
"Larvivora sibilans","Passeriformes",0,0,16.7,"3","Carnivore",56.88,111.39,"RSPV",26,"LC",1.22271647114758,"Full migrant","LC","LC/NE"
"Luscinia megarhynchos","Passeriformes",0,0,19.6,"3","Carnivore",43,34.7,"S",1,"LC",1.29225607135648,"Full migrant","LC","LC/NE"
"Luscinia phaenicuroides","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Luscinia svecica","Passeriformes",0,0,NA,NA,NA,NA,NA,"SWP",34,"LC",NA,NA,"LC","LC/NE"
"Monticola cinclorhyncha","Passeriformes",0,0,36,"3","Carnivore",32.37,77.74,"R",1,"LC",1.55630250076729,"Full migrant","LC","LC/NE"
"Monticola gularis","Passeriformes",1,1,34.6,"3","Carnivore",48.22,126.79,"SPV",25,"LC",1.53907609879278,"Full migrant","LC","LC/NE"
"Monticola rufiventris","Passeriformes",1,1,53.2,"1","Carnivore",27.68,104.86,"RP",17,"LC",1.72591163229505,"Resident/low mobility","LC","LC/NE"
"Monticola saxatilis","Passeriformes",0,0,50.3,"3","Carnivore",42.87,77.61,"SPV",10,"LC",1.70156798505593,"Full migrant","LC","LC/NE"
"Monticola solitarius","Passeriformes",1,1,53.65,"2","Carnivore",33.99,80.36,"RSWV",32,"LC",1.72956972630197,"Partial migrant","LC","LC/NE"
"Muscicapa dauurica","Passeriformes",1,1,9.8,"3","Carnivore",48.12,113.45,"SWP",31,"LC",0.991226075692495,"Full migrant","LC","LC/NE"
"Muscicapa ferruginea","Passeriformes",3,1,12,"1","Carnivore",28.15,101.97,"SWP",15,"LC",1.07918124604762,"Resident/low mobility","LC","LC/NE"
"Muscicapa griseisticta","Passeriformes",0,0,15.9,"3","Carnivore",50.15,136.4,"SP",22,"LC",1.20139712432045,"Full migrant","LC","LC/NE"
"Muscicapa muttui","Passeriformes",4,1,12,"3","Carnivore",24.79,101.89,"SPV",12,"LC",1.07918124604762,"Full migrant","LC","LC/NE"
"Muscicapa sibirica","Passeriformes",0,0,13.2,"3","Carnivore",48.35,116.38,"SWP",28,"LC",1.12057393120585,"Full migrant","LC","LC/NE"
"Muscicapa striata","Passeriformes",0,0,15.9,"3","Carnivore",50.39,50.79,"SPV",3,"LC",1.20139712432045,"Full migrant","LC","LC/NE"
"Myiomela leucura","Passeriformes",1,1,26.83,"1","Omnivore",24.37,102.92,NA,NA,"LC",1.42862067267194,"Resident/low mobility","LC","LC/NE"
"Myophonus caeruleus","Passeriformes",1,1,157.98,"1","Carnivore",26.68,98.33,"SWP",26,"LC",2.19860210948971,"Resident/low mobility","LC","LC/NE"
"Myophonus insularis","Passeriformes",0,0,117,"1","Carnivore",23.94,121.14,"R",1,"LC",2.06818586174616,"Resident/low mobility","LC","LC/NE"
"Niltava davidi","Passeriformes",1,1,24.2,"3","Omnivore",26.16,107.19,"SWV",14,"LC",1.38381536598043,"Full migrant","LC","LC/NE"
"Niltava grandis","Passeriformes",1,1,30.3,"1","Carnivore",18.6,100.03,"S",4,"LC",1.4814426285023,"Resident/low mobility","LC","LC/NE"
"Niltava macgrigoriae","Passeriformes",1,1,11.95,"2","Carnivore",23.07,99.79,"RSW",10,"LC",1.07736790528416,"Partial migrant","LC","LC/NE"
"Niltava oatesi","Passeriformes",0,0,33,"3","Carnivore",27.52,99.82,NA,NA,"LC",1.51851393987789,"Full migrant","LC","LC/NE"
"Niltava sundara","Passeriformes",1,1,21.1,"3","Carnivore",27.58,99.03,"S",13,"LC",1.32428245529769,"Full migrant","LC","LC/NE"
"Niltava vivida","Passeriformes",0,0,33,"3","Carnivore",23.77,121.08,"RS",6,"LC",1.51851393987789,"Full migrant","LC","LC/NE"
"Oenanthe deserti","Passeriformes",3,1,19.84,"2","Carnivore",38.87,75.71,"RV",9,"LC",1.29754166781816,"Partial migrant","LC","LC/NE"
"Oenanthe isabellina","Passeriformes",0,0,29.4,"3","Carnivore",42.82,71.22,"SV",12,"LC",1.46834733041216,"Full migrant","LC","LC/NE"
"Oenanthe oenanthe","Passeriformes",1,1,25.39,"3","Carnivore",56.46,53.12,"SV",8,"LC",1.40466270087372,"Full migrant","LC","LC/NE"
"Oenanthe picata","Passeriformes",0,0,21.59,"3","Carnivore",34.32,65.85,"R",1,"LC",1.33425264233423,"Full migrant","LC","LC/NE"
"Oenanthe pleschanka","Passeriformes",0,0,19.36,"3","Carnivore",45.08,84.55,"R",13,"LC",1.28690535297237,"Full migrant","LC","LC/NE"
"Phoenicurus alaschanicus","Passeriformes",0,0,16.75,"3","Carnivore",37.13,100.51,"SW",8,"NT",1.22401481137286,"Full migrant","NT","NT"
"Phoenicurus auroreus","Passeriformes",0,0,16.2,"3","Omnivore",45.76,118.19,"SWP",33,"LC",1.20951501454263,"Full migrant","LC","LC/NE"
"Phoenicurus coeruleocephala","Passeriformes",0,0,14.9,"2","Carnivore",39.41,76.52,NA,NA,"LC",1.17318626841227,"Partial migrant","LC","LC/NE"
"Phoenicurus erythrogastrus","Passeriformes",0,0,24.54,"2","Carnivore",42.79,88.4,"SWP",14,"LC",1.38987455839099,"Partial migrant","LC","LC/NE"
"Phoenicurus erythronotus","Passeriformes",1,1,18.5,"3","Omnivore",47.45,86.89,NA,NA,"LC",1.26717172840301,"Full migrant","LC","LC/NE"
"Phoenicurus frontalis","Passeriformes",2,1,15.77,"2","Carnivore",32.07,97.76,NA,NA,"LC",1.1978316933289,"Partial migrant","LC","LC/NE"
"Phoenicurus fuliginosus","Passeriformes",0,0,20.33,"1","Carnivore",30.39,106.46,NA,NA,"LC",1.30813737863804,"Resident/low mobility","LC","LC/NE"
"Phoenicurus hodgsoni","Passeriformes",0,0,17,"3","Omnivore",31.71,98.16,"SW",10,"LC",1.23044892137827,"Full migrant","LC","LC/NE"
"Phoenicurus leucocephalus","Passeriformes",2,1,30.04,"1","Carnivore",31.86,99.42,NA,NA,"LC",1.47769992833213,"Resident/low mobility","LC","LC/NE"
"Phoenicurus ochruros","Passeriformes",4,1,16.5,"2","Omnivore",42.46,61.96,"SWPV",19,"LC",1.21748394421391,"Partial migrant","LC","LC/NE"
"Phoenicurus phoenicurus","Passeriformes",0,0,14.59,"3","Carnivore",53.91,48.63,"S",1,"LC",1.16405529189345,"Full migrant","LC","LC/NE"
"Phoenicurus schisticeps","Passeriformes",1,1,18.1,"2","Omnivore",31.33,99.25,NA,NA,"LC",1.25767857486918,"Partial migrant","LC","LC/NE"
"Saxicola caprata","Passeriformes",0,0,15.2,"3","Carnivore",24.89,83.13,"R",3,"LC",1.18184358794477,"Full migrant","LC","LC/NE"
"Saxicola ferreus","Passeriformes",1,1,14.7,"1","Carnivore",27.41,104.59,"RSP",22,"LC",1.16731733474818,"Resident/low mobility","LC","LC/NE"
"Saxicola insignis","Passeriformes",0,0,15.27,"3","Carnivore",47.75,94.86,"P",7,"VU",1.18383903705642,"Full migrant","Threatened","Threatened/DD"
"Saxicola jerdoni","Passeriformes",0,0,15.27,"1","Carnivore",24.02,95.77,"R",1,"LC",1.18383903705642,"Resident/low mobility","LC","LC/NE"
"Saxicola maurus","Passeriformes",0,0,NA,NA,NA,NA,NA,"RSWP",34,NA,NA,NA,"Unknown","Unknown"
"Saxicola stejnegeri","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Tarsiger albocoeruleus","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Tarsiger chrysaeus","Passeriformes",3,1,13.8,"2","Carnivore",28.06,93.55,"RSW",8,"LC",1.13987908640124,"Partial migrant","LC","LC/NE"
"Tarsiger cyanurus","Passeriformes",0,0,13.43,"3","Carnivore",57.25,110.77,"SWP",33,"LC",1.12807601266872,"Full migrant","LC","LC/NE"
"Tarsiger formosanus","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Tarsiger hyperythrus","Passeriformes",0,0,12,"2","Carnivore",27.97,92.7,"R",2,"LC",1.07918124604762,"Partial migrant","LC","LC/NE"
"Tarsiger indicus","Passeriformes",1,1,14.6,"1","Carnivore",27.96,98.65,"R",5,"LC",1.16435285578444,"Resident/low mobility","LC","LC/NE"
"Tarsiger johnstoniae","Passeriformes",0,0,10.49,"1","Carnivore",23.71,121.1,"R",1,"LC",1.02077548819356,"Resident/low mobility","LC","LC/NE"
"Tarsiger rufilatus","Passeriformes",0,0,12.8,"3","Carnivore",31.11,93.83,"SWP",8,"LC",1.10720996964787,"Full migrant","LC","LC/NE"
"Aethopyga christinae","Passeriformes",2,1,5.2,"1","Herbivore",19.2,109.74,"R",15,"LC",0.716003343634799,"Resident/low mobility","LC","LC/NE"
"Aethopyga gouldiae","Passeriformes",1,1,5,"2","Omnivore",26.41,100.5,"R",13,"LC",0.698970004336019,"Partial migrant","LC","LC/NE"
"Aethopyga ignicauda","Passeriformes",0,0,8.2,"1","Omnivore",27.26,92.37,"R",2,"LC",0.913813852383717,"Resident/low mobility","LC","LC/NE"
"Aethopyga nipalensis","Passeriformes",0,0,6.9,"1","Omnivore",24.13,97.2,"R",3,"LC",0.838849090737255,"Resident/low mobility","LC","LC/NE"
"Aethopyga saturata","Passeriformes",0,0,5.3,"1","Herbivore",21.04,100.88,"R",4,"LC",0.724275869600789,"Resident/low mobility","LC","LC/NE"
"Aethopyga siparaja","Passeriformes",0,0,6.7,"1","Herbivore",14.37,100.15,"R",3,"LC",0.826074802700826,"Resident/low mobility","LC","LC/NE"
"Anthreptes malacensis","Passeriformes",1,1,11.33,"1","Omnivore",3.2,108.96,"R",1,"LC",1.0542299098634,"Resident/low mobility","LC","LC/NE"
"Arachnothera longirostra","Passeriformes",0,0,12.46,"1","Omnivore",11.25,102.5,"R",2,"LC",1.09551804232315,"Resident/low mobility","LC","LC/NE"
"Arachnothera magna","Passeriformes",0,0,30.7,"1","Omnivore",21.12,99.89,"R",4,"LC",1.48713837547719,"Resident/low mobility","LC","LC/NE"
"Chalcoparia singalensis","Passeriformes",0,0,8.2,"1","Carnivore",10.61,103.65,"R",1,"LC",0.913813852383717,"Resident/low mobility","LC","LC/NE"
"Cinnyris asiaticus","Passeriformes",0,0,8.1,"1","Omnivore",22.15,83.09,"R",1,"LC",0.90848501887865,"Resident/low mobility","LC","LC/NE"
"Cinnyris jugularis","Passeriformes",0,0,8.99,"1","Omnivore",7.4,112.54,"R",7,"LC",0.953759691733229,"Resident/low mobility","LC","LC/NE"
"Kurochkinegramma hypogrammicum","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Oriolus chinensis","Passeriformes",0,0,82.6,"2","Omnivore",28.53,115.51,"RSP",31,"LC",1.91698004732038,"Partial migrant","LC","LC/NE"
"Oriolus kundoo","Passeriformes",0,0,65.6,"3","Omnivore",32.5,73.98,"S",2,"LC",1.81690383937566,"Full migrant","LC","LC/NE"
"Oriolus mellianus","Passeriformes",0,0,93,"3","Omnivore",26.07,109.34,"S",6,"EN",1.96848294855394,"Full migrant","Threatened","Threatened/DD"
"Oriolus oriolus","Passeriformes",1,1,79,"3","Omnivore",50.16,43.01,"S",1,"LC",1.89762709129044,"Full migrant","LC","LC/NE"
"Oriolus tenuirostris","Passeriformes",0,0,81.38,"1","Herbivore",21.47,99.24,"R",2,"LC",1.91051768551727,"Resident/low mobility","LC","LC/NE"
"Oriolus traillii","Passeriformes",0,0,73.66,"1","Herbivore",22.35,98.39,"RS",6,"LC",1.86723171451889,"Resident/low mobility","LC","LC/NE"
"Oriolus xanthornus","Passeriformes",0,0,56.3,"1","Herbivore",20.27,87.85,"RS",2,"LC",1.75050839485135,"Resident/low mobility","LC","LC/NE"
"Panurus biarmicus","Passeriformes",2,1,13.82,"2","Omnivore",44.98,78.52,"SW",11,"LC",1.14050804303818,"Partial migrant","LC","LC/NE"
"Chleuasicus atrosuperciliaris","Passeriformes",0,0,16.8,"1","Omnivore",24.66,96.56,"R",1,NA,1.22530928172586,"Resident/low mobility","Unknown","Unknown"
"Cholornis paradoxus","Passeriformes",0,0,35,"1","Omnivore",32.32,105.64,"R",5,NA,1.54406804435028,"Resident/low mobility","Unknown","Unknown"
"Cholornis unicolor","Passeriformes",0,0,34,"1","Herbivore",28.03,96.26,"R",4,NA,1.53147891704226,"Resident/low mobility","Unknown","Unknown"
"Chrysomma sinense","Passeriformes",0,0,17.16,"1","Carnivore",22.44,85.13,"R",4,"LC",1.23451728351269,"Resident/low mobility","LC","LC/NE"
"Conostoma aemodium","Passeriformes",0,0,83.99,"1","Herbivore",29.78,99.73,NA,NA,NA,1.92422758126012,"Resident/low mobility","Unknown","Unknown"
"Fulvetta cinereiceps","Passeriformes",0,0,10,"1","Carnivore",31.03,109.56,"R",15,"LC",1,"Resident/low mobility","LC","LC/NE"
"Fulvetta formosana","Passeriformes",0,0,10,"1","Carnivore",23.77,121.13,NA,NA,"LC",1,"Resident/low mobility","LC","LC/NE"
"Fulvetta ludlowi","Passeriformes",0,0,10.5,"2","Carnivore",28.44,94.53,"R",1,"LC",1.02118929906994,"Partial migrant","LC","LC/NE"
"Fulvetta manipurensis","Passeriformes",0,0,10,"1","Carnivore",25.42,99.28,NA,NA,"LC",1,"Resident/low mobility","LC","LC/NE"
"Fulvetta ruficapilla","Passeriformes",0,0,9,"1","Carnivore",30.16,104.07,"R",7,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE"
"Fulvetta striaticollis","Passeriformes",0,0,13.16,"1","Carnivore",31.8,100.91,"R",5,"LC",1.11925588927794,"Resident/low mobility","LC","LC/NE"
"Fulvetta vinipectus","Passeriformes",0,0,11.95,"1","Carnivore",28.79,97.17,"R",3,"LC",1.07736790528416,"Resident/low mobility","LC","LC/NE"
"Lioparus chrysotis","Passeriformes",0,0,5.5,"1","Omnivore",27.96,104.31,"R",9,"LC",0.740362689494244,"Resident/low mobility","LC","LC/NE"
"Moupinia poecilotis","Passeriformes",1,1,18.71,"1","Carnivore",30.64,102.19,"R",2,"LC",1.27207378750001,"Resident/low mobility","LC","LC/NE"
"Myzornis pyrrhoura","Passeriformes",0,0,11.9,"1","Omnivore",27.42,91.65,"R",3,"LC",1.07554696139253,"Resident/low mobility","LC","LC/NE"
"Neosuthora davidiana","Passeriformes",0,0,8.5,"1","Omnivore",21.9,107.12,"R",8,NA,0.929418925714293,"Resident/low mobility","Unknown","Unknown"
"Paradoxornis flavirostris","Passeriformes",0,0,26,"1","Omnivore",26.67,93.85,"R",1,"VU",1.41497334797082,"Resident/low mobility","Threatened","Threatened/DD"
"Paradoxornis guttaticollis","Passeriformes",1,1,26,"2","Omnivore",24.84,104.83,"R",10,"LC",1.41497334797082,"Partial migrant","LC","LC/NE"
"Paradoxornis heudei","Passeriformes",4,1,32,"2","Carnivore",45.02,124.25,"R",13,"NT",1.50514997831991,"Partial migrant","NT","NT"
"Psittiparus bakeri","Passeriformes",0,0,32,"1","Omnivore",23.53,98.56,NA,NA,NA,1.50514997831991,"Resident/low mobility","Unknown","Unknown"
"Psittiparus gularis","Passeriformes",0,0,29,"1","Herbivore",25.15,107,"R",16,NA,1.46239799789896,"Resident/low mobility","Unknown","Unknown"
"Psittiparus ruficeps","Passeriformes",0,0,32,"1","Omnivore",27.69,92.6,"R",2,NA,1.50514997831991,"Resident/low mobility","Unknown","Unknown"
"Rhopophilus albosuperciliaris","Passeriformes",0,0,18.03,"1","Carnivore",40,84.31,NA,NA,"LC",1.2559957267224,"Resident/low mobility","LC","LC/NE"
"Rhopophilus pekinensis","Passeriformes",0,0,18.03,"1","Carnivore",37.03,111.04,"R",14,"LC",1.2559957267224,"Resident/low mobility","LC","LC/NE"
"Sinosuthora alphonsiana","Passeriformes",0,0,10.5,"1","Herbivore",26.42,104.62,"R",3,NA,1.02118929906994,"Resident/low mobility","Unknown","Unknown"
"Sinosuthora brunnea","Passeriformes",0,0,9.25,"1","Omnivore",25.21,98.41,"R",2,NA,0.966141732739033,"Resident/low mobility","Unknown","Unknown"
"Sinosuthora conspicillata","Passeriformes",0,0,8.5,"1","Omnivore",33.7,105.32,"R",8,NA,0.929418925714293,"Resident/low mobility","Unknown","Unknown"
"Sinosuthora przewalskii","Passeriformes",0,0,8.5,"1","Omnivore",33.68,104.41,"R",2,NA,0.929418925714293,"Resident/low mobility","Unknown","Unknown"
"Sinosuthora webbiana","Passeriformes",0,0,10.9,"1","Herbivore",33.65,114.57,"R",28,NA,1.03742649794062,"Resident/low mobility","Unknown","Unknown"
"Sinosuthora zappeyi","Passeriformes",0,0,9.5,"1","Omnivore",27.85,103.57,"R",3,NA,0.977723605288848,"Resident/low mobility","Unknown","Unknown"
"Suthora fulvifrons","Passeriformes",1,1,6.4,"1","Herbivore",28.81,97.17,"R",4,"LC",0.806179973983887,"Resident/low mobility","LC","LC/NE"
"Suthora nipalensis","Passeriformes",0,0,5.47,"1","Omnivore",24.98,93.66,"R",3,"LC",0.737987326333431,"Resident/low mobility","LC","LC/NE"
"Suthora verreauxi","Passeriformes",0,0,6,"1","Omnivore",25.94,105.75,"R",12,"LC",0.778151250383644,"Resident/low mobility","LC","LC/NE"
"Cephalopyrus flammiceps","Passeriformes",2,1,7,"2","Omnivore",30.12,87.64,"RWP",8,"LC",0.845098040014257,"Partial migrant","LC","LC/NE"
"Cyanistes cyanus","Passeriformes",1,1,14.62,"2","Omnivore",51.43,83.7,"RS",5,"LC",1.16494737262184,"Partial migrant","LC","LC/NE"
"Lophophanes dichrous","Passeriformes",1,1,13.8,"1","Carnivore",30.34,98.82,"R",7,"LC",1.13987908640124,"Resident/low mobility","LC","LC/NE"
"Machlolophus holsti","Passeriformes",0,0,16.69,"1","Carnivore",23.79,121.12,"R",1,"LC",1.22245633667925,"Resident/low mobility","LC","LC/NE"
"Machlolophus spilonotus","Passeriformes",0,0,18.8,"1","Carnivore",23.59,102.82,"R",11,"LC",1.27415784926368,"Resident/low mobility","LC","LC/NE"
"Machlolophus xanthogenys","Passeriformes",1,1,14.76,"2","Omnivore",22.07,79.19,"R",1,"LC",1.16908635748702,"Partial migrant","LC","LC/NE"
"Melanochlora sultanea","Passeriformes",2,1,37.6,"1","Carnivore",19.6,99.45,"R",5,"LC",1.57518784492766,"Resident/low mobility","LC","LC/NE"
"Pardaliparus venustulus","Passeriformes",2,1,10.6,"1","Carnivore",31.64,110.34,"RW",26,"LC",1.02530586526477,"Resident/low mobility","LC","LC/NE"
"Parus major","Passeriformes",0,0,16.25,"1","Omnivore",44.04,75.02,"RW",2,"LC",1.21085336531489,"Resident/low mobility","LC","LC/NE"
"Parus minor","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Parus monticolus","Passeriformes",1,1,13.95,"1","Omnivore",29.19,102.36,"R",12,"LC",1.14457420760962,"Resident/low mobility","LC","LC/NE"
"Periparus ater","Passeriformes",0,0,9.2,"1","Omnivore",52.81,75.18,"RP",23,"LC",0.963787827345555,"Resident/low mobility","LC","LC/NE"
"Periparus rubidiventris","Passeriformes",1,1,11.83,"1","Carnivore",31.96,98.06,"R",6,"LC",1.07298474462793,"Resident/low mobility","LC","LC/NE"
"Periparus rufonuchalis","Passeriformes",0,0,12.64,"1","Omnivore",35.71,71.68,"S",2,"LC",1.10174707394637,"Resident/low mobility","LC","LC/NE"
"Poecile davidi","Passeriformes",0,0,10.3,"1","Carnivore",32.22,104.26,"R",4,"LC",1.01283722470517,"Resident/low mobility","LC","LC/NE"
"Poecile hypermelaenus","Passeriformes",0,0,11.14,"1","Omnivore",29.64,101.92,NA,NA,"LC",1.04688519083771,"Resident/low mobility","LC","LC/NE"
"Poecile montanus","Passeriformes",0,0,11.1,"1","Omnivore",56.04,80.66,"R",12,"LC",1.04532297878666,"Resident/low mobility","LC","LC/NE"
"Poecile palustris","Passeriformes",0,0,11.14,"1","Omnivore",49.29,64.47,"R",21,"LC",1.04688519083771,"Resident/low mobility","LC","LC/NE"
"Poecile superciliosus","Passeriformes",0,0,10.7,"1","Carnivore",34.67,101.9,"R",4,"LC",1.02938377768521,"Resident/low mobility","LC","LC/NE"
"Poecile weigoldicus","Passeriformes",0,0,11.1,"1","Omnivore",31.76,101.45,"R",4,"LC",1.04532297878666,"Resident/low mobility","LC","LC/NE"
"Pseudopodoces humilis","Passeriformes",1,1,45.4,"2","Carnivore",33.64,91.83,"R",6,"LC",1.6570558528571,"Partial migrant","LC","LC/NE"
"Sittiparus castaneoventris","Passeriformes",0,0,17,"1","Carnivore",23.75,120.97,"R",1,"LC",1.23044892137827,"Resident/low mobility","LC","LC/NE"
"Sittiparus varius","Passeriformes",1,1,17,"1","Carnivore",38.47,132.73,"R",8,"LC",1.23044892137827,"Resident/low mobility","LC","LC/NE"
"Sylviparus modestus","Passeriformes",1,1,7.14,"1","Carnivore",26.71,101.11,"R",8,"LC",0.853698211776174,"Resident/low mobility","LC","LC/NE"
"Passerculus sandwichensis","Passeriformes",1,1,19.97,"3","Omnivore",54.37,-108.21,NA,NA,"LC",1.3003780648707,"Full migrant","LC","LC/NE"
"Zonotrichia leucophrys","Passeriformes",0,0,28,"3","Omnivore",58.71,-115.14,"V",1,"LC",1.44715803134222,"Full migrant","LC","LC/NE"
"Montifringilla adamsi","Passeriformes",0,0,31.3,"2","Herbivore",32.2,93.82,"R",5,"LC",1.49554433754645,"Partial migrant","LC","LC/NE"
"Montifringilla henrici","Passeriformes",0,0,40,"2","Herbivore",32.73,97.56,"R",2,"LC",1.60205999132796,"Partial migrant","LC","LC/NE"
"Montifringilla nivalis","Passeriformes",0,0,36.9,"2","Herbivore",39.48,75.34,"R",2,"LC",1.56702636615906,"Partial migrant","LC","LC/NE"
"Onychostruthus taczanowskii","Passeriformes",0,0,32.5,"2","Omnivore",33.09,94.62,"R",5,"LC",1.51188336097887,"Partial migrant","LC","LC/NE"
"Passer ammodendri","Passeriformes",0,0,28.94,"1","Herbivore",41.3,86.29,"R",4,"LC",1.46149852678302,"Resident/low mobility","LC","LC/NE"
"Passer cinnamomeus","Passeriformes",2,1,18.46,"1","Herbivore",30.87,108.08,"R",27,"LC",1.26623169668989,"Resident/low mobility","LC","LC/NE"
"Passer domesticus","Passeriformes",6,1,26.51,"1","Herbivore",46.32,61.68,"R",9,"LC",1.42340972773309,"Resident/low mobility","LC","LC/NE"
"Passer hispaniolensis","Passeriformes",2,1,24.2,"1","Herbivore",38.13,40.32,"R",2,"LC",1.38381536598043,"Resident/low mobility","LC","LC/NE"
"Passer montanus","Passeriformes",0,0,21.39,"1","Omnivore",46.61,81.35,"RW",34,"LC",1.33021078457153,"Resident/low mobility","LC","LC/NE"
"Petronia petronia","Passeriformes",0,0,30.2,"1","Herbivore",42.34,70.02,"RW",8,"LC",1.48000694295715,"Resident/low mobility","LC","LC/NE"
"Pyrgilauda blanfordi","Passeriformes",0,0,23.7,"2","Herbivore",29.07,88.18,"R",3,"LC",1.3747483460101,"Partial migrant","LC","LC/NE"
"Pyrgilauda davidiana","Passeriformes",0,0,21.2,"2","Herbivore",45.73,105.68,"RW",5,"LC",1.32633586092875,"Partial migrant","LC","LC/NE"
