"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group","z_log_mass","z_range_size"
"Acrocephalus tangorum","Passeriformes",2,1,8,"3","Carnivore",49.24,127.78,"SPWV",11,"VU",0.903089986991944,"Full migrant","Threatened","Threatened/DD",-1.27913843845469,-0.0555402363646385
"Arundinax aedon","Passeriformes",0,0,22.4,"3","Carnivore",50.11,110.59,"SP",25,"LC",1.35024801833416,"Full migrant","LC","LC/NE",-0.685712256194638,1.18737544705851
"Iduna caligata","Passeriformes",1,1,8.9,"3","Carnivore",54.46,63.33,"S",2,"LC",0.949390006644913,"Full migrant","LC","LC/NE",-1.21769339671239,-0.854557461422374
"Iduna pallida","Passeriformes",0,0,9,"3","Carnivore",36.23,41.64,"S",1,"LC",0.954242509439325,"Full migrant","LC","LC/NE",-1.21125361031506,-0.943337153095455
"Iduna rama","Passeriformes",0,0,9.3,"3","Carnivore",40.31,63.92,"R",2,"LC",0.968482948553935,"Full migrant","LC","LC/NE",-1.19235503570571,-0.854557461422374
"Aegithalos bonvaloti","Passeriformes",1,1,7,"1","Carnivore",28.23,100.43,"R",5,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE",-1.35609990908622,-0.588218386403129
"Aegithalos caudatus","Passeriformes",2,1,8.6,"1","Carnivore",52.48,72.38,"RW",7,"LC",0.934498451243568,"Resident/low mobility","LC","LC/NE",-1.23745607176311,-0.410659003056965
"Aegithalos concinnus","Passeriformes",2,1,6.1,"1","Carnivore",27.24,107.84,"R",22,"LC",0.785329835010767,"Resident/low mobility","LC","LC/NE",-1.43541866270291,0.92103637203926
"Aegithalos fuliginosus","Passeriformes",2,1,5.65,"1","Carnivore",31.85,105.43,"R",9,"LC",0.752048447819439,"Resident/low mobility","LC","LC/NE",-1.47958659698329,-0.233099619710802
"Aegithalos glaucogularis","Passeriformes",0,0,8.6,"1","Carnivore",33.83,110.6,"R",20,"LC",0.934498451243568,"Resident/low mobility","LC","LC/NE",-1.23745607176311,0.743476988693097
"Aegithalos iouschistos","Passeriformes",0,0,7,"1","Carnivore",28.11,90.89,"R",1,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE",-1.35609990908622,-0.943337153095455
"Leptopoecile elegans","Passeriformes",1,1,6.21,"1","Carnivore",33.97,99.28,"R",7,"LC",0.79309160017658,"Resident/low mobility","LC","LC/NE",-1.42511797626299,-0.410659003056965
"Leptopoecile sophiae","Passeriformes",0,0,6.9,"1","Carnivore",36.15,90.29,"RS",5,"LC",0.838849090737255,"Resident/low mobility","LC","LC/NE",-1.36439292822636,-0.588218386403129
"Aegithina lafresnayei","Passeriformes",0,0,11.96,"1","Carnivore",15.28,102.15,"R",1,"LC",1.07773117965239,"Resident/low mobility","LC","LC/NE",-1.04737103417762,-0.943337153095455
"Aegithina tiphia","Passeriformes",0,0,12,"1","Carnivore",15.54,93.44,"R",3,"LC",1.07918124604762,"Resident/low mobility","LC","LC/NE",-1.04544664211792,-0.765777769749292
"Alauda arvensis","Passeriformes",0,0,37.31,"2","Omnivore",53.41,76.7,"SWPV",26,"LC",1.57182524904083,"Partial migrant","LC","LC/NE",-0.391655746241493,1.27615513873159
"Alauda gulgula","Passeriformes",1,1,26.3,"2","Omnivore",27.53,89.85,"RWS",24,"LC",1.41995574848976,"Partial migrant","LC","LC/NE",-0.593202697423927,1.09859575538542
"Alauda leucoptera","Passeriformes",0,0,45.3,"3","Omnivore",50.99,64.63,"WP",1,"LC",1.65609820201283,"Full migrant","LC","LC/NE",-0.279816590406936,-0.943337153095455
"Calandrella acutirostris","Passeriformes",0,0,20.16,"3","Omnivore",35.02,83.27,"S",7,"LC",1.30449052777349,"Full migrant","LC","LC/NE",-0.74643730423127,-0.410659003056965
"Calandrella brachydactyla","Passeriformes",1,1,21.06,"2","Omnivore",42.62,50.52,"SPW",21,"LC",1.32345836684947,"Partial migrant","LC","LC/NE",-0.72126496796618,0.832256680366178
"Eremophila alpestris","Passeriformes",1,1,33.33,"3","Omnivore",53.86,4.61,"RSWP",13,"LC",1.52283531366053,"Full migrant","LC","LC/NE",-0.456670591741715,0.122019146981525
"Galerida cristata","Passeriformes",1,1,42.68,"1","Omnivore",34.48,50.27,"RW",16,"LC",1.63022441075243,"Resident/low mobility","LC","LC/NE",-0.314153858424161,0.38835822200077
"Melanocorypha bimaculata","Passeriformes",0,0,54.1,"3","Omnivore",41.58,58.34,"W",1,"LC",1.73319726510657,"Full migrant","LC","LC/NE",-0.177497948091131,-0.943337153095455
"Melanocorypha calandra","Passeriformes",0,0,61.6,"2","Omnivore",41.54,39.54,"RP",1,"LC",1.78958071216443,"Partial migrant","LC","LC/NE",-0.102671127627298,-0.943337153095455
"Melanocorypha maxima","Passeriformes",0,0,74.99,"2","Herbivore",33.64,96.29,"RW",6,"LC",1.87500335360004,"Partial migrant","LC","LC/NE",0.0106937868606426,-0.499438694730047
"Melanocorypha mongolica","Passeriformes",0,0,53.94,"2","Omnivore",44.3,105.89,"S",12,"LC",1.73191094211687,"Partial migrant","LC","LC/NE",-0.179205035267086,0.0332394553084432
"Melanocorypha yeltoniensis","Passeriformes",0,0,59.93,"2","Omnivore",50.74,63.43,"WP",1,"LC",1.77764427769648,"Partial migrant","LC","LC/NE",-0.118512043454853,-0.943337153095455
"Mirafra javanica","Passeriformes",0,0,23,"1","Omnivore",-2.45,94.78,"R",4,"LC",1.36172783601759,"Resident/low mobility","LC","LC/NE",-0.670477319319031,-0.67699807807621
"Alcippe morrisonia","Passeriformes",1,1,15.26,"2","Omnivore",25.8,107.54,"RW",18,"LC",1.18355453361886,"Partial migrant","LC","LC/NE",-0.906932208222112,0.565917605346933
"Alcippe nipalensis","Passeriformes",0,0,15.8,"1","Omnivore",26.01,92.13,"R",2,"LC",1.19865708695442,"Resident/low mobility","LC","LC/NE",-0.886889516511088,-0.854557461422374
"Alcippe poioicephala","Passeriformes",0,0,20.7,"1","Carnivore",20.28,91.99,"R",1,"LC",1.31597034545692,"Resident/low mobility","LC","LC/NE",-0.731202367355663,-0.943337153095455
"Artamus fuscus","Passeriformes",3,1,39.8,"1","Carnivore",19.83,91.87,"R",5,"LC",1.59988307207369,"Resident/low mobility","LC","LC/NE",-0.354420036184047,-0.588218386403129
"Bombycilla garrulus","Passeriformes",0,0,54.41,"3","Herbivore",61.26,25.88,"WP",23,"LC",1.7356787259059,"Full migrant","LC","LC/NE",-0.174204786154272,1.00981606371234
"Bombycilla japonica","Passeriformes",3,1,42.3,"2","Omnivore",52.34,131.42,"SWPV",27,"NT",1.62634036737504,"Partial migrant","NT","NT",-0.31930839635398,1.36493483040467
"Calcarius lapponicus","Passeriformes",0,0,27.84,"3","Herbivore",68.82,-6.27,"WPV",20,"LC",1.44466923093852,"Full migrant","LC","LC/NE",-0.560405282389468,0.743476988693097
"Plectrophenax nivalis","Passeriformes",2,1,42.2,"3","Herbivore",69.82,-29.77,"WV",7,"LC",1.62531245096167,"Full migrant","LC","LC/NE",-0.320672550568178,-0.410659003056965
"Coracina macei","Passeriformes",1,1,105,"1","Carnivore",20.18,79.29,"R",9,"LC",2.02118929906994,"Resident/low mobility","LC","LC/NE",0.204698057028577,-0.233099619710802
"Lalage melaschistos","Passeriformes",1,1,43,"1","Carnivore",27.04,105.6,"RSWPV",25,"LC",1.63346845557959,"Resident/low mobility","LC","LC/NE",-0.309848666519008,1.18737544705851
"Lalage nigra","Passeriformes",0,0,28.4,"1","Carnivore",2.4,110.61,"V",1,"LC",1.45331834004704,"Resident/low mobility","LC","LC/NE",-0.548926996328476,-0.943337153095455
"Pericrocotus brevirostris","Passeriformes",0,0,16.49,"1","Carnivore",25.1,98.2,"S",7,"LC",1.21722065564452,"Resident/low mobility","LC","LC/NE",-0.862253689969363,-0.410659003056965
"Pericrocotus cantonensis","Passeriformes",1,1,16.26,"3","Carnivore",27.98,110.92,"SP",19,"LC",1.21112054125805,"Full migrant","LC","LC/NE",-0.870349189407998,0.654697297020015
"Pericrocotus divaricatus","Passeriformes",1,1,24.6,"3","Carnivore",43.69,133.27,"SP",24,"LC",1.39093510710338,"Full migrant","LC","LC/NE",-0.631716169658705,1.09859575538542
"Pericrocotus ethologus","Passeriformes",3,1,18.97,"3","Carnivore",29.06,100.65,"SWV",18,"LC",1.27806733088866,"Full migrant","LC","LC/NE",-0.78150369184238,0.565917605346933
"Pericrocotus roseus","Passeriformes",0,0,19.2,"1","Carnivore",25.53,95.74,"S",9,"LC",1.28330122870355,"Resident/low mobility","LC","LC/NE",-0.774557753760256,-0.233099619710802
"Pericrocotus solaris","Passeriformes",2,1,14.5,"1","Carnivore",22.67,103.76,"RP",16,"LC",1.16136800223497,"Resident/low mobility","LC","LC/NE",-0.936376090907642,0.38835822200077
"Pericrocotus tegimae","Passeriformes",0,0,21,"1","Carnivore",32.8,131.49,"V",1,"LC",1.32221929473392,"Resident/low mobility","LC","LC/NE",-0.722909348215524,-0.943337153095455
"Certhia discolor","Passeriformes",0,0,10.4,"1","Carnivore",28.17,88.48,"R",1,"LC",1.01703333929878,"Resident/low mobility","LC","LC/NE",-1.1279235126031,-0.943337153095455
"Certhia familiaris","Passeriformes",1,1,9,"1","Omnivore",51.19,74.31,"R",12,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE",-1.21125361031506,0.0332394553084432
"Certhia himalayana","Passeriformes",1,1,8.8,"1","Carnivore",33.09,89.16,"R",8,"LC",0.944482672150169,"Resident/low mobility","LC","LC/NE",-1.22420595059753,-0.321879311383884
"Certhia hodgsoni","Passeriformes",0,0,9,"1","Carnivore",30.2,91.37,"R",5,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE",-1.21125361031506,-0.588218386403129
"Certhia manipurensis","Passeriformes",0,0,10.4,"1","Carnivore",22.88,96.69,"R",1,"LC",1.01703333929878,"Resident/low mobility","LC","LC/NE",-1.1279235126031,-0.943337153095455
"Certhia nipalensis","Passeriformes",0,0,11.1,"1","Carnivore",28.23,91.29,"R",2,"LC",1.04532297878666,"Resident/low mobility","LC","LC/NE",-1.09038015749794,-0.854557461422374
"Certhia tianquanensis","Passeriformes",1,1,9,"1","Omnivore",31.05,103.35,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE",-1.21125361031506,-0.854557461422374
"Chloropsis aurifrons","Passeriformes",0,0,32.31,"1","Omnivore",19.89,91.9,"R",2,"LC",1.50933695801764,"Resident/low mobility","LC","LC/NE",-0.474584342797247,-0.854557461422374
"Chloropsis cochinchinensis","Passeriformes",0,0,24.5,"1","Omnivore",-7.42,109.57,"R",2,"EN",1.38916608436453,"Resident/low mobility","Threatened","Threatened/DD",-0.634063850649906,-0.854557461422374
"Chloropsis hardwickii","Passeriformes",0,0,32.29,"3","Omnivore",23.17,96.32,"R",14,"LC",1.50906804501716,"Full migrant","LC","LC/NE",-0.474941218899321,0.210798838654607
"Cinclus cinclus","Passeriformes",0,0,61.47,"1","Carnivore",47.26,56.5,"R",7,"LC",1.78866321312086,"Resident/low mobility","LC","LC/NE",-0.103888746268783,-0.410659003056965
"Cinclus pallasii","Passeriformes",0,0,76,"1","Carnivore",40.55,117.35,"R",33,"LC",1.88081359228079,"Resident/low mobility","LC","LC/NE",0.0184045904617493,1.89761298044316
"Cisticola exilis","Passeriformes",1,1,7.04,"1","Carnivore",-1.02,122.27,"R",14,"LC",0.847572659142112,"Resident/low mobility","LC","LC/NE",-1.35281582677379,0.210798838654607
"Cisticola juncidis","Passeriformes",1,1,6.81,"3","Carnivore",10.73,63.11,"RSW",27,"LC",0.833147111912785,"Full migrant","LC","LC/NE",-1.37196005950426,1.36493483040467
"Orthotomus atrogularis","Passeriformes",0,0,7.68,"1","Carnivore",9.41,104.98,"R",2,"LC",0.885361220031512,"Resident/low mobility","LC","LC/NE",-1.30266639447044,-0.854557461422374
"Orthotomus sutorius","Passeriformes",0,0,7.5,"1","Carnivore",21.01,90.34,"R",11,"LC",0.8750612633917,"Resident/low mobility","LC","LC/NE",-1.31633553047558,-0.0555402363646385
"Prinia atrogularis","Passeriformes",3,1,11.8,"1","Carnivore",27.72,92.73,"R",9,"LC",1.07188200730613,"Resident/low mobility","LC","LC/NE",-1.05513350688644,-0.233099619710802
"Prinia crinigera","Passeriformes",0,0,13.73,"1","Carnivore",27.95,102.36,"R",20,"LC",1.13767053723676,"Resident/low mobility","LC","LC/NE",-0.967825142914879,0.743476988693097
"Prinia flaviventris","Passeriformes",2,1,7,"1","Carnivore",13.87,100.1,"R",11,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE",-1.35609990908622,-0.0555402363646385
"Prinia hodgsonii","Passeriformes",0,0,6.4,"1","Carnivore",20.43,88.2,"R",5,"LC",0.806179973983887,"Resident/low mobility","LC","LC/NE",-1.40774831463095,-0.588218386403129
"Prinia inornata","Passeriformes",2,1,7,"1","Carnivore",22.26,93,"R",19,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE",-1.35609990908622,0.654697297020015
"Prinia rufescens","Passeriformes",1,1,6.48,"1","Carnivore",18.17,100.45,"R",5,"LC",0.811575005870593,"Resident/low mobility","LC","LC/NE",-1.40058853452795,-0.588218386403129
"Cissa chinensis","Passeriformes",0,0,126.64,"1","Carnivore",19.06,99.9,"R",3,"LC",2.1025709018543,"Resident/low mobility","LC","LC/NE",0.312700084190126,-0.765777769749292
"Cissa hypoleuca","Passeriformes",0,0,125,"1","Carnivore",20.34,106.68,"R",3,"LC",2.09691001300806,"Resident/low mobility","LC","LC/NE",0.30518748367585,-0.765777769749292
"Corvus corax","Passeriformes",0,0,927.97,"2","Omnivore",54.65,18.59,"RSWP",10,"LC",2.96753393629962,"Partial migrant","LC","LC/NE",1.46059786383243,-0.14431992803772
"Corvus corone","Passeriformes",0,0,570,"1","Carnivore",52.96,78.23,"RWPV",27,"LC",2.75587485567249,"Resident/low mobility","LC","LC/NE",1.17970379204262,1.36493483040467
"Corvus dauuricus","Passeriformes",0,0,208,"2","Omnivore",41.79,113.35,"RSWV",33,"LC",2.31806333496276,"Partial migrant","LC","LC/NE",0.598681421708844,1.89761298044316
"Corvus frugilegus","Passeriformes",0,0,452.1,"1","Omnivore",50.24,76.75,"RWPV",29,"LC",2.65523450703429,"Resident/low mobility","LC","LC/NE",1.04614336443626,1.54249421375083
"Corvus macrorhynchos","Passeriformes",0,0,513.14,"1","Omnivore",29.04,107.25,"R",34,"LC",2.71023586985355,"Resident/low mobility","LC","LC/NE",1.1191360123799,1.98639267211624
"Corvus monedula","Passeriformes",0,0,246,"2","Omnivore",48.54,45.36,"SW",2,"LC",2.39093510710338,"Partial migrant","LC","LC/NE",0.695390000119316,-0.854557461422374
"Corvus pectoralis","Passeriformes",0,0,470.53,"1","Omnivore",29.49,113.94,"RV",27,"VU",2.67258731834585,"Resident/low mobility","Threatened","Threatened/DD",1.06917238739083,1.36493483040467
"Corvus splendens","Passeriformes",0,0,292.55,"1","Omnivore",23.16,80.57,"RV",4,"LC",2.46620010244674,"Resident/low mobility","LC","LC/NE",0.7952746398078,-0.67699807807621
"Cyanopica cyanus","Passeriformes",0,0,95.91,"1","Omnivore",42.1,118.42,"RW",25,"LC",1.98186389099135,"Resident/low mobility","LC","LC/NE",0.152509065338444,1.18737544705851
"Dendrocitta formosae","Passeriformes",1,1,102.74,"1","Omnivore",25.48,105.19,"R",15,"LC",2.01173956138832,"Resident/low mobility","LC","LC/NE",0.192157251848515,0.299578530327688
"Dendrocitta frontalis","Passeriformes",0,0,100,"1","Carnivore",26.44,96.49,"R",2,"LC",2,"Resident/low mobility","LC","LC/NE",0.17657760749959,-0.854557461422374
"Dendrocitta vagabunda","Passeriformes",0,0,100,"1","Carnivore",22.02,83.51,"R",1,"LC",2,"Resident/low mobility","LC","LC/NE",0.17657760749959,-0.943337153095455
"Garrulus glandarius","Passeriformes",0,0,159.46,"2","Omnivore",51.02,62.66,"R",29,"LC",2.20265175975734,"Partial migrant","LC","LC/NE",0.445518008189927,1.54249421375083
"Nucifraga caryocatactes","Passeriformes",0,0,182.51,"2","Omnivore",57.8,99.93,"RWP",18,"LC",2.26128666509846,"Partial migrant","LC","LC/NE",0.523332752832477,0.565917605346933
"Perisoreus infaustus","Passeriformes",0,0,84.4,"1","Omnivore",59.77,93.47,"R",3,"LC",1.92634244662566,"Resident/low mobility","LC","LC/NE",0.0788262139657429,-0.765777769749292
"Perisoreus internigrans","Passeriformes",0,0,102,"1","Omnivore",32.34,100.92,"R",4,"NT",2.00860017176192,"Resident/low mobility","NT","NT",0.187990948505981,-0.67699807807621
"Podoces biddulphi","Passeriformes",1,1,130.5,"2","Omnivore",39.5,83.1,"R",2,"NT",2.1156105116743,"Partial migrant","NT","NT",0.330005030833747,-0.854557461422374
"Podoces hendersoni","Passeriformes",0,0,120.49,"2","Omnivore",44.51,94.48,"R",5,"LC",2.08095100437948,"Partial migrant","LC","LC/NE",0.28400818486133,-0.588218386403129
"Pyrrhocorax graculus","Passeriformes",0,0,211,"2","Carnivore",38.96,65.01,"R",8,"LC",2.32428245529769,"Partial migrant","LC","LC/NE",0.606934854675923,-0.321879311383884
"Pyrrhocorax pyrrhocorax","Passeriformes",0,0,276.68,"2","Carnivore",40.2,85.68,"R",16,"LC",2.44197776700664,"Partial migrant","LC","LC/NE",0.763129028998819,0.38835822200077
"Temnurus temnurus","Passeriformes",1,1,138,"1","Carnivore",19.1,106.26,"R",2,"LC",2.13987908640124,"Resident/low mobility","LC","LC/NE",0.362212006085584,-0.854557461422374
"Urocissa caerulea","Passeriformes",0,0,256.98,"1","Omnivore",23.8,121.1,"R",1,"LC",2.40989932478021,"Resident/low mobility","LC","LC/NE",0.720557530403256,-0.943337153095455
"Urocissa erythroryncha","Passeriformes",0,0,151.52,"1","Carnivore",26.37,107.36,"R",27,"LC",2.1804699616592,"Resident/low mobility","LC","LC/NE",0.416080407077114,1.36493483040467
"Urocissa flavirostris","Passeriformes",0,0,149.19,"1","Carnivore",28.24,87.92,"R",2,"LC",2.17373971395189,"Resident/low mobility","LC","LC/NE",0.407148653820608,-0.854557461422374
"Urocissa whiteheadi","Passeriformes",0,0,200,"1","Omnivore",19.2,109.74,"R",4,"EN",2.30102999566398,"Resident/low mobility","Threatened","Threatened/DD",0.57607637203351,-0.67699807807621
"Dicaeum agile","Passeriformes",0,0,9,"1","Herbivore",16.87,91.52,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE",-1.21125361031506,-0.854557461422374
"Dicaeum chrysorrheum","Passeriformes",0,0,9,"1","Herbivore",10.78,103.76,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE",-1.21125361031506,-0.854557461422374
"Dicaeum cruentatum","Passeriformes",1,1,5.6,"1","Herbivore",14.78,104.8,"R",9,"LC",0.7481880270062,"Resident/low mobility","LC","LC/NE",-1.48470978526248,-0.233099619710802
"Dicaeum ignipectus","Passeriformes",1,1,5.72,"1","Herbivore",24.88,103.67,"R",18,"LC",0.757396028793024,"Resident/low mobility","LC","LC/NE",-1.47248978927986,0.565917605346933
"Dicaeum melanozanthum","Passeriformes",0,0,8.46,"1","Carnivore",25.86,97.8,"RS",4,"LC",0.927370363039024,"Resident/low mobility","LC","LC/NE",-1.24691580159808,-0.67699807807621
"Dicrurus aeneus","Passeriformes",0,0,26,"1","Carnivore",14.77,98.92,"R",8,"LC",1.41497334797082,"Resident/low mobility","LC","LC/NE",-0.599814871892917,-0.321879311383884
"Dicrurus hottentottus","Passeriformes",3,1,79.19,"1","Carnivore",21.4,103.03,"RSP",31,"LC",1.89867034296553,"Resident/low mobility","LC","LC/NE",0.0421023944676536,1.720053597097
"Dicrurus leucophaeus","Passeriformes",0,0,37.6,"1","Carnivore",25.68,107.28,"RSWP",25,"LC",1.57518784492766,"Resident/low mobility","LC","LC/NE",-0.387193224493609,1.18737544705851
"Dicrurus macrocercus","Passeriformes",0,0,48.3,"1","Carnivore",25.16,96.34,"RS",33,"LC",1.68394713075151,"Resident/low mobility","LC","LC/NE",-0.242858105256125,1.89761298044316
"Dicrurus paradiseus","Passeriformes",0,0,85.82,"1","Carnivore",14.98,94.83,"R",2,"LC",1.93358851019665,"Resident/low mobility","LC","LC/NE",0.0884425096374179,-0.854557461422374
"Dicrurus remifer","Passeriformes",1,1,43.1,"1","Carnivore",18.91,99.14,"SP",2,"LC",1.63447727016073,"Resident/low mobility","LC","LC/NE",-0.308509862464208,-0.854557461422374
"Elachura formosa","Passeriformes",2,1,5,"1","Carnivore",24.86,99.87,"R",4,"LC",0.698970004336019,"Resident/low mobility","LC","LC/NE",-1.55002732681235,-0.67699807807621
"Emberiza aureola","Passeriformes",0,0,19.6,"3","Omnivore",58.85,103.13,"SWP",33,"CR",1.29225607135648,"Full migrant","Threatened","Threatened/DD",-0.762673726826166,1.89761298044316
"Emberiza bruniceps","Passeriformes",0,0,24.8,"3","Omnivore",43.78,67.02,"S",1,"LC",1.39445168082622,"Full migrant","LC","LC/NE",-0.627049302974649,-0.943337153095455
"Emberiza buchanani","Passeriformes",1,1,21.2,"3","Omnivore",42.43,74.82,"S",1,"LC",1.32633586092875,"Full migrant","LC","LC/NE",-0.717446227820063,-0.943337153095455
"Emberiza calandra","Passeriformes",0,0,48.5,"2","Herbivore",44.09,27.42,"SW",1,"LC",1.68574173860226,"Partial migrant","LC","LC/NE",-0.24047647010506,-0.943337153095455
"Emberiza chrysophrys","Passeriformes",2,1,17.97,"3","Omnivore",59.19,114.08,"WP",27,"LC",1.25454807710897,"Full migrant","LC","LC/NE",-0.81271623864198,1.36493483040467
"Emberiza cia","Passeriformes",0,0,23.43,"2","Omnivore",39.73,43.32,"R",2,"LC",1.36977228859696,"Partial migrant","LC","LC/NE",-0.659801476668463,-0.854557461422374
"Emberiza cioides","Passeriformes",0,0,21.02,"2","Herbivore",43.23,110.38,"RSWV",29,"LC",1.32263271169222,"Partial migrant","LC","LC/NE",-0.722360700019468,1.54249421375083
